fid,gndvi_1,gndvi_2,gndvi_3,gndvi_4,gndvi_5,gndvi_6,gndvi_7
4694,0.139491655,0.168324287,0.135015168,0.170054373,0.157127926,0.166366677,0.147388835
4695,0.159946651,0.145800765,0.147762145,0.150089158,0.158568879,0.159270442,0.151656217
4696,0.143277195,0.18035986,0.164113043,0.150649611,0.145434321,0.154390063,0.173063223
4697,0.172021937,0.232051438,0.243730189,0.215422559,0.233921078,0.227990176,0.161805707
4698,0.253207071,0.284539605,0.273287959,0.330751433,0.197527696,0.201230124,0.185928258
4699,0.150456766,0.135217209,0.153512078,0.181391244,0.175687566,0.172666604,0.141206864
4700,0.171414221,0.160544408,0.183819644,0.180531478,0.184751925,0.191063296,0.178152948
4701,0.203799473,0.173452379,0.240390341,0.241119684,0.246324077,0.213133974,0.19855749
4702,0.249713149,0.126598606,0.134307614,0.158974488,0.157463317,0.146247793,0.18158055
4703,0.116880532,0.119472968,0.115394436,0.111367431,0.120081523,0.125642549,0.13453307
4704,0.189983381,0.13103687,0.163499601,0.285337041,0.19175779,0.196096325,0.174731839
4705,0.1618762,0.338305972,0.175942596,0.184807546,0.182275062,0.176534217,0.15170696
4706,0.208464016,0.161523148,0.176088635,0.180375521,0.189093826,0.18652712,0.180247818
4707,0.227411938,0.15745814,0.16593525,0.197638354,0.198999761,0.200214182,0.169847516
4708,0.166553968,0.265418158,0.248682265,0.186595946,0.189892299,0.195438732,0.179452142
4709,0.212042898,0.384954387,0.377041626,0.191496463,0.208525457,0.214180406,0.189582065
4710,0.209951901,0.122527572,0.138824342,0.159961918,0.160304687,0.159678281,0.148998719
4711,0.211114078,0.306380941,0.274701982,0.269274526,0.256200202,0.256350737,0.211188673
4712,0.153754435,0.325712038,0.149898336,0.238639768,0.172337015,0.166458381,0.162527442
4713,0.129117519,0.150400642,0.167567254,0.151593573,0.15718461,0.15646492,0.157825667
4714,0.139862648,0.13753061,0.17425547,0.224949722,0.16531228,0.154294955,0.143756391
4715,0.18996857,0.174620744,0.187248958,0.232181946,0.213793337,0.209453663,0.185678721
4716,0.168433322,0.187341305,0.225327655,0.169413655,0.166568621,0.163720205,0.160429842
4717,0.184842563,0.225502897,0.163880396,0.164106146,0.160957965,0.163039272,0.152017643
4718,0.150157944,0.153843785,0.160809597,0.168519062,0.157566167,0.150545868,0.133337134
4719,0.142928153,0.144537359,0.140609309,0.131934008,0.155422322,0.167257309,0.148513724
4720,0.151553748,0.384419312,0.151988353,0.155881594,0.152743124,0.160132634,0.138463259
4721,0.164642593,0.1417104,0.173420077,0.189138866,0.182795339,0.183419752,0.177492184
4722,0.18797684,0.20347466,0.172949737,0.194060577,0.184973239,0.183301997,0.178872426
4723,0.170918731,0.1840722,0.18076128,0.174538409,0.176786221,0.183041128,0.169348481
4724,0.166158088,0.387766179,0.291092753,0.179727104,0.173033795,0.176082798,0.158871028
4725,0.169794213,0.269285839,0.24931518,0.16487469,0.185066408,0.191353509,0.183714427
4726,0.26001879,0.290162701,0.207604265,0.178179571,0.168280959,0.162869187,0.129654863
4727,0.208595003,0.291856357,0.261596301,0.183479027,0.206584732,0.225275017,0.193441126
4728,0.18768507,0.175760707,0.183004374,0.17222044,0.172438608,0.157521421,0.149653175
4729,0.173164375,0.189331664,0.186895533,0.174966206,0.177408403,0.174377404,0.158681199
4730,0.218054174,0.311178073,0.2585372,0.251789797,0.253379806,0.254742808,0.222431527
4731,0.174866701,0.249716317,0.2144969,0.183680771,0.192829915,0.196573795,0.175465285
4732,0.162940044,0.22683481,0.213808718,0.175936093,0.161725384,0.165431666,0.1560715
4733,0.18776237,0.343078933,0.272257343,0.213374763,0.218272204,0.221858049,0.198055589
4734,0.173083984,0.23315211,0.177524955,0.170579878,0.167414703,0.16308608,0.14771042
4735,0.17885664,0.377129335,0.298001681,0.18659756,0.182808401,0.184669069,0.173908408
4736,0.154176549,0.150037521,0.157752155,0.158863321,0.156353259,0.154901589,0.140837163
4737,0.179607902,0.119020366,0.131897828,0.166339888,0.179118471,0.189894735,0.178157249
4738,0.15170356,0.197691714,0.232048944,0.150789864,0.155873414,0.158721207,0.157751825
4739,0.155786977,0.421227371,0.378571202,0.233198082,0.164845097,0.166359102,0.158080806
4740,0.164810576,0.246692451,0.245105598,0.184366159,0.207909409,0.204365383,0.188404019
4741,0.169656218,0.287563404,0.258534952,0.195727248,0.194898012,0.195361136,0.161931269
4742,0.171945055,0.397744298,0.32221339,0.235447879,0.252062184,0.242638158,0.199410898
4743,0.182814395,0.233905333,0.216338072,0.198712812,0.187613107,0.186319504,0.167969198
4744,0.190178538,0.284760537,0.236674629,0.16780721,0.156716066,0.153790596,0.143449626
4745,0.16685463,0.179277901,0.153164662,0.146845431,0.149152192,0.154531476,0.167773947
4746,0.17817096,0.289067586,0.240266534,0.166171513,0.207320565,0.184942628,0.175065085
4747,0.277808961,0.26172699,0.200283369,0.178491614,0.175227948,0.173654559,0.162924317
4748,0.153150654,0.408555743,0.235080078,0.200983889,0.141565153,0.142200764,0.109540665
4749,0.134990234,0.404341792,0.264118239,0.177165248,0.158477118,0.151409917,0.169813378
4750,0.173971332,0.172724376,0.209407249,0.174435927,0.175751288,0.174163335,0.201863234
4751,0.194118115,0.174292829,0.144849953,0.248410559,0.227053616,0.222784878,0.198715523
4752,0.147441297,0.13954653,0.134262959,0.215631483,0.16961036,0.182694838,0.185571253
4753,0.181205576,0.26702999,0.244945581,0.208392709,0.229133656,0.230198586,0.192168286
4754,0.157540265,0.138873972,0.165174513,0.279483689,0.162166313,0.162136738,0.150405838
4755,0.199492007,0.217877976,0.217640672,0.187049177,0.194867573,0.204282377,0.184478903
4756,0.181272679,0.291083029,0.270529759,0.182825449,0.201264207,0.209541209,0.190538873
4757,0.174374839,0.153786311,0.175936755,0.178547483,0.178012228,0.182895882,0.181700342
4758,0.163384272,0.155858562,0.174996656,0.173820956,0.175011439,0.181105027,0.169528202
4759,0.219291793,0.39514522,0.314538433,0.196746167,0.192501479,0.192817525,0.172924301
4760,0.162458536,0.223002844,0.20733544,0.178969608,0.167047278,0.173811191,0.159059848
4761,0.168820653,0.293853763,0.25778314,0.175287421,0.194290809,0.200344028,0.182646744
4762,0.193773376,0.333906394,0.29356266,0.244129793,0.215354081,0.217989681,0.205902537
4763,0.165372682,0.413032538,0.183491373,0.217348787,0.209566514,0.21014367,0.193699875
4764,0.175784895,0.388679658,0.291750523,0.174690523,0.172780775,0.174017344,0.161643935
4765,0.248333737,0.330185294,0.278257245,0.229482331,0.185331318,0.277191748,0.234968789
4766,0.165994743,0.26433528,0.257150796,0.173773369,0.188696462,0.185426486,0.161895323
4767,0.168518147,0.162248476,0.168180768,0.170025923,0.173138914,0.176612553,0.166271382
4768,0.174808925,0.2704067,0.160195636,0.163264797,0.17313079,0.185651349,0.182625243
4769,0.183298613,0.21126559,0.140308602,0.226328938,0.232778887,0.228062026,0.20186438
4770,0.234851004,0.206789527,0.202903145,0.183109665,0.176351673,0.172152464,0.16209008
4771,0.233026758,0.113368323,0.138164218,0.140156621,0.155004719,0.159704832,0.150888923
4772,0.158957917,0.1311255,0.148482739,0.151351597,0.171504844,0.165315641,0.149580448
4773,0.147988975,0.111823765,0.145216729,0.157110259,0.168296445,0.164802819,0.159561342
4774,0.177634142,0.156466161,0.169510431,0.139558097,0.15173279,0.155147457,0.155601896
4775,0.156411297,0.146722825,0.146328588,0.155233104,0.150772861,0.149828918,0.144620188
4776,0.164374325,0.242139258,0.251114892,0.221665227,0.239317934,0.234758078,0.192287892
4777,0.209480442,0.280143844,0.278154943,0.242113444,0.244073379,0.246698358,0.218903495
4778,0.264825789,0.159317394,0.173164435,0.236328813,0.233866428,0.168309289,0.152768792
4779,0.109320319,0.152691679,0.145181485,0.179861101,0.157102094,0.153510316,0.112073786
4780,0.168057437,0.143414997,0.162558556,0.172727712,0.18273217,0.183161673,0.172641416
4781,0.256674019,0.135617832,0.159484272,0.157848519,0.148374938,0.153605445,0.153055859
4782,0.229778899,0.163510523,0.169023525,0.197073367,0.188042235,0.1856372,0.164430039
4783,0.201359441,0.327109624,0.252817607,0.242834729,0.24488386,0.248706746,0.222352431
4784,0.185315911,0.352025438,0.278418375,0.16023316,0.150564542,0.156821463,0.158496171
4785,0.176637305,0.398045906,0.306257418,0.182509168,0.185359686,0.188679929,0.173826328
4786,0.24763966,0.156236042,0.160401233,0.182005013,0.197468716,0.200318224,0.184982597
4787,0.172098824,0.269096977,0.215857261,0.150802165,0.163936879,0.164146253,0.155737958
4788,0.144468712,0.164148611,0.21651555,0.166828331,0.164550033,0.164250029,0.16579704
4789,0.166945128,0.13583633,0.135981558,0.15405421,0.134185188,0.132079151,0.104650344
4790,0.151214744,0.330989323,0.332724098,0.176857742,0.166984084,0.162784058,0.197323442
4791,0.123281169,0.209490676,0.143976219,0.145632179,0.143193839,0.139700508,0.1291791
4792,0.254048655,0.319570452,0.345568639,0.177724764,0.202789632,0.205437823,0.179823706
4793,0.193528947,0.224340922,0.20733624,0.190970883,0.191607566,0.197533551,0.178971547
4794,0.21502914,0.153224817,0.143887084,0.170370578,0.167584221,0.167358157,0.159683254
4795,0.190238963,0.182892412,0.183388659,0.201044941,0.198628128,0.201134179,0.188422786
4796,0.17723343,0.30564634,0.228615485,0.176399446,0.174203318,0.177000099,0.170868636
4797,0.17838181,0.363769639,0.312829995,0.18117786,0.179402184,0.181422134,0.163301571
4798,0.220063104,0.155999365,0.199093688,0.151193959,0.162053094,0.164823836,0.149526977
4799,0.154255618,0.152393208,0.160427731,0.167161348,0.172535065,0.168341091,0.166286086
4800,0.227401575,0.254081484,0.254457057,0.187667204,0.17961707,0.174756622,0.186870819
4801,0.151947876,0.28075636,0.171078541,0.159116018,0.160053999,0.16288819,0.150751546
4802,0.210603376,0.353745935,0.313989215,0.227478276,0.219631789,0.224631871,0.208278129
4803,0.162990484,0.164135718,0.17450194,0.187412983,0.191575511,0.189471,0.175698991
4804,0.166404966,0.387688106,0.30237869,0.171377029,0.17801321,0.182490075,0.169382348
4805,0.169410925,0.139798853,0.143169366,0.277219955,0.255218534,0.192999719,0.146191167
4806,0.191363853,0.210865578,0.171954311,0.193454052,0.180474794,0.185428376,0.176225311
4807,0.18184608,0.284805309,0.205442918,0.204319237,0.205028644,0.201866196,0.186949273
4808,0.1778573,0.387687696,0.341174007,0.173085542,0.18533664,0.195931048,0.18865609
4809,0.186913393,0.290276313,0.280345332,0.170063374,0.1729984,0.175197437,0.166385268
4810,0.203866436,0.286502307,0.283499147,0.22115359,0.223470693,0.225876103,0.206340485
4811,0.199021642,0.220602066,0.23640598,0.22614554,0.224465337,0.221900729,0.197576327
4812,0.128706313,0.122562516,0.170530084,0.135932669,0.158593153,0.185952745,0.137464481
4813,0.141041537,0.320049447,0.307296603,0.142531849,0.15992197,0.156222716,0.144925932
4814,0.165749408,0.174281919,0.210901747,0.194031358,0.180136485,0.176542564,0.163622393
4815,0.182056676,0.181723042,0.174248956,0.179417138,0.177491266,0.17586001,0.16553343
4816,0.150700787,0.141287814,0.155108564,0.170610828,0.165665453,0.167172132,0.16989348
4817,0.154885269,0.181558217,0.207130649,0.167139622,0.16139001,0.159035451,0.151211921
4818,0.20189663,0.351749994,0.262195494,0.194260335,0.209700839,0.219396239,0.196082847
4819,0.205223412,0.145400989,0.166794863,0.149555099,0.14735149,0.150203747,0.140808946
4820,0.157349829,0.42547456,0.155882462,0.179701886,0.211523963,0.194807225,0.165514276
4821,0.156969802,0.337950537,0.282784932,0.190750858,0.19085469,0.193268559,0.17095566
4822,0.157376253,0.169026622,0.193174593,0.161672622,0.181973311,0.183678765,0.164515374
4823,0.155643586,0.145974069,0.214372225,0.155523699,0.153394158,0.151212007,0.140291935
4824,0.185136438,0.317990462,0.285047602,0.180472794,0.193195773,0.203298059,0.187724204
4825,0.199209681,0.148487468,0.16645428,0.228885041,0.232593584,0.226193038,0.197085159
4826,0.173906425,0.321207821,0.302207679,0.187262935,0.208867645,0.215257291,0.191569463
4827,0.183928186,0.227670897,0.212851263,0.19186127,0.190381335,0.162777516,0.13728218
4828,0.232196822,0.171263134,0.189791455,0.287104558,0.19458982,0.185045909,0.173849025
4829,0.213655607,0.319669873,0.234890006,0.191322549,0.18014886,0.176226309,0.162898126
4830,0.171272043,0.109884846,0.126693069,0.115242724,0.124443064,0.121378311,0.084254445
4831,0.191868321,0.386257461,0.245521267,0.155106563,0.155779837,0.160429177,0.146732468
4832,0.19672597,0.261635228,0.25147988,0.205378746,0.203427693,0.201212095,0.168343516
4833,0.223683969,0.118678809,0.132705469,0.140848761,0.149460499,0.159982356,0.162350381
4834,0.196303633,0.218571486,0.242112733,0.197058336,0.215752126,0.211800561,0.171778045
4835,0.160012751,0.33095046,0.296708915,0.171832002,0.171885686,0.174435814,0.15798164
4836,0.301540936,0.130124505,0.133389659,0.24908954,0.152859675,0.145718004,0.129808166
4837,0.1637155,0.170753982,0.251311187,0.17469256,0.188787333,0.183351289,0.16407122
4838,0.187587121,0.380018313,0.31900419,0.188379727,0.192417871,0.201971253,0.18266153
4839,0.149567166,0.259222583,0.191757248,0.167792936,0.157664216,0.15679856,0.14885997
4840,0.159038656,0.199535824,0.133897736,0.32636599,0.17593919,0.171982518,0.16739487
4841,0.125697593,0.274712295,0.156571171,0.136527086,0.154078294,0.158313505,0.131451266
4842,0.162453833,0.109411169,0.118937228,0.15160898,0.156256571,0.15689667,0.151242712
4843,0.263407251,0.128014329,0.150008216,0.155950613,0.152106933,0.159495617,0.147667424
4844,0.215619676,0.307270072,0.271889352,0.262483184,0.253583991,0.256223448,0.211847593
4845,0.180807353,0.326610978,0.304142822,0.185590808,0.22110078,0.226610427,0.199102159
4846,0.149155414,0.284741376,0.287691893,0.22936745,0.165145964,0.168814968,0.159877655
4847,0.198528933,0.164460835,0.161893707,0.166432961,0.154753898,0.162539014,0.155472965
4848,0.17905021,0.33186977,0.295030192,0.197718476,0.215583292,0.220931321,0.209250339
4849,0.169013023,0.158564467,0.181443194,0.1801134,0.179374556,0.182975,0.181410741
4850,0.161713564,0.443402898,0.209374493,0.192607318,0.175522732,0.167609911,0.155727366
4851,0.14286389,0.155677006,0.170495655,0.165313844,0.162112566,0.160480706,0.152404503
4852,0.161180928,0.176145914,0.155505073,0.165860808,0.16072297,0.156201894,0.141387837
4853,0.172538355,0.234656727,0.156188381,0.168666438,0.180058302,0.194354411,0.195574558
4854,0.212703671,0.319384816,0.171810567,0.205507692,0.202377588,0.21372779,0.135878422
4855,0.183985467,0.298564878,0.271227371,0.225353778,0.223910726,0.226223938,0.200155802
4856,0.190019712,0.189169984,0.194780903,0.202200777,0.19907946,0.20101524,0.19363859
4857,0.192305098,0.327885478,0.279978041,0.233871513,0.232088733,0.226825241,0.207048712
4858,0.159824739,0.174299514,0.293975503,0.19288094,0.175273944,0.171564212,0.161559345
4859,0.219265942,0.265709122,0.214866259,0.176706458,0.187664416,0.185965633,0.16578408
4860,0.140628808,0.280539044,0.275973156,0.150723127,0.143218392,0.143267704,0.118297551
4861,0.255536109,0.147760889,0.172857821,0.170717139,0.153052589,0.155552966,0.151477088
4862,0.15231503,0.129401445,0.144143179,0.155823037,0.163582537,0.162178756,0.130983608
4863,0.266954611,0.25617363,0.238909458,0.189254055,0.189422124,0.188753088,0.169022188
4864,0.181699734,0.30519406,0.280128795,0.22456976,0.240460479,0.242125222,0.202684723
4865,0.155684756,0.390541437,0.292676361,0.170729791,0.173080912,0.176452376,0.154679303
4866,0.18441307,0.28188331,0.287753101,0.166635745,0.172886711,0.182534278,0.156887027
4867,0.185824148,0.251119595,0.223594896,0.17694066,0.173412044,0.174507166,0.162869653
4868,0.173657999,0.206964577,0.218974672,0.188049591,0.179941646,0.187462414,0.176677057
4869,0.170689095,0.186868808,0.143018944,0.145976166,0.145662322,0.147217919,0.158372662
4870,0.168506549,0.137279706,0.147338726,0.164117274,0.168532582,0.177702469,0.161203655
4871,0.23841171,0.210720872,0.249215171,0.177784054,0.176322487,0.175626423,0.167864327
4872,0.189183929,0.304669614,0.27827962,0.203713736,0.211243887,0.211513577,0.18844212
4873,0.181969445,0.262786838,0.24583456,0.208913175,0.164361241,0.160981728,0.152091883
4874,0.152885678,0.371440581,0.384060663,0.172177437,0.182112787,0.179777536,0.157975287
4875,0.176268805,0.195698648,0.176981125,0.184984456,0.183868116,0.181857621,0.176878807
4876,0.154022017,0.402595616,0.17966763,0.25116568,0.225809061,0.221989647,0.190665968
4877,0.251039966,0.134015346,0.155424374,0.20192126,0.146626715,0.152606881,0.140064154
4878,0.218817553,0.314918572,0.30262544,0.210809521,0.212948775,0.215490284,0.203712062
4879,0.1779348,0.326703764,0.29174642,0.177244954,0.1792519,0.176597748,0.155663138
4880,0.186374143,0.252689406,0.261475347,0.168478304,0.181478964,0.182057546,0.150135647
4881,0.167943017,0.173607774,0.226769902,0.213386034,0.220481309,0.219445583,0.196446105
4882,0.162374168,0.177166335,0.17764215,0.182238501,0.177932099,0.175494255,0.162136098
4883,0.175394771,0.200987933,0.181322092,0.216926208,0.178266186,0.178309655,0.164030417
4884,0.175295168,0.162214448,0.147398915,0.170008798,0.180110453,0.186594599,0.171597956
4885,0.206548362,0.171483357,0.231818548,0.217411831,0.179083841,0.191537205,0.170206063
4886,0.194259029,0.240318413,0.196715261,0.178597434,0.181484768,0.186783182,0.173329986
4887,0.146982362,0.132532289,0.134237093,0.168179765,0.155658941,0.161322068,0.144537906
4888,0.232087444,0.19909808,0.17030938,0.183193898,0.178207327,0.171241277,0.171545946
4889,0.27136467,0.147338855,0.179218404,0.172265732,0.152986994,0.165597145,0.165035736
4890,0.274361399,0.128462299,0.130173735,0.144841225,0.146449491,0.164283038,0.163394121
4891,0.170428654,0.360211026,0.251127234,0.172930844,0.171035072,0.180170702,0.151569035
4892,0.155036765,0.396928737,0.254036357,0.176955696,0.168678582,0.175834032,0.175523702
4893,0.178465817,0.32285482,0.249280621,0.177990958,0.170511349,0.167411483,0.217999183
4894,0.152337798,0.445338467,0.271762311,0.168633557,0.16319107,0.165629489,0.122798263
4895,0.253459332,0.271888855,0.266139024,0.242474328,0.193950468,0.197255436,0.183149627
4896,0.152436652,0.154485113,0.155186321,0.156544202,0.154637968,0.152233122,0.142533713
4897,0.133274461,0.125131452,0.128793438,0.205415898,0.185340553,0.176613536,0.162455602
4898,0.137966851,0.370143545,0.285565327,0.213878505,0.217593917,0.21128234,0.177957609
4899,0.286069525,0.326738805,0.20194105,0.171577184,0.174425708,0.179087757,0.136089751
4900,0.186079245,0.340163236,0.299041119,0.183977601,0.203080874,0.209615445,0.192324278
4901,0.149304552,0.189956087,0.240592273,0.176029654,0.146118402,0.144749557,0.134028569
4902,0.128169739,0.414926073,0.289682033,0.180206296,0.147184674,0.151829121,0.136042136
4903,0.16719192,0.152402187,0.161756804,0.179445319,0.179064237,0.183085211,0.167004677
4904,0.265922852,0.13157585,0.153817389,0.158341394,0.151133242,0.154859774,0.142782894
4905,0.157113951,0.325136807,0.313606298,0.182348384,0.179347191,0.171047389,0.158299354
4906,0.138360306,0.179474543,0.204512459,0.150077797,0.15251789,0.158432203,0.157666072
4907,0.2475638,0.181123164,0.209131304,0.154704701,0.154654277,0.156854934,0.150259743
4908,0.177236782,0.25360114,0.233098264,0.214687448,0.216751561,0.219282513,0.188110255
4909,0.158934193,0.413020189,0.326390689,0.169500371,0.181668174,0.185089172,0.17071345
4910,0.180096858,0.272888262,0.220179148,0.193837456,0.208512054,0.212186955,0.184265842
4911,0.226550643,0.149651651,0.135826051,0.229157384,0.160769881,0.153881865,0.142872348
4912,0.205881589,0.369041211,0.423571138,0.22260535,0.221747155,0.232707946,0.21416459
4913,0.176513369,0.221073759,0.155737427,0.160453721,0.187684877,0.172045838,0.16377716
4914,0.162662576,0.144152526,0.146781793,0.150267885,0.142525014,0.144973466,0.132192121
4915,0.265686243,0.297477835,0.301231295,0.319533249,0.194152945,0.191052979,0.184862795
4916,0.14180742,0.435386916,0.33319939,0.164180795,0.161039502,0.165179828,0.151745848
4917,0.206830847,0.350261763,0.304772561,0.224940472,0.213450056,0.21563509,0.190469076
4918,0.174241132,0.351910596,0.290314483,0.160506616,0.165997086,0.166143646,0.153780204
4919,0.180198271,0.133802063,0.158362487,0.183472798,0.17835812,0.178831514,0.155123348
4920,0.165981304,0.282324562,0.190568101,0.225037589,0.182400149,0.183586631,0.167686415
4921,0.180183014,0.353494081,0.265908037,0.184530258,0.18107332,0.183626874,0.167317632
4922,0.188028563,0.280257796,0.258785976,0.223805674,0.222356264,0.220635812,0.212500806
4923,0.181966986,0.278528972,0.282654769,0.201838357,0.194120994,0.19329781,0.180661699
4924,0.171908004,0.197028752,0.191629944,0.187464097,0.184616902,0.177235418,0.166870666
4925,0.160180884,0.115597604,0.141724622,0.153902864,0.158389256,0.163894308,0.158750828
4926,0.183892801,0.344576146,0.261958193,0.186794474,0.188428513,0.190732319,0.174245955
4927,0.168716623,0.350748191,0.163882131,0.173571625,0.165618921,0.165530933,0.148954014
4928,0.145855573,0.305463136,0.231605743,0.171787848,0.168738644,0.16559045,0.150507008
4929,0.175639353,0.125550044,0.149443049,0.15856959,0.16381178,0.167919127,0.165370062
4930,0.213509587,0.340070149,0.386229261,0.233985978,0.252334964,0.257291917,0.226588916
4931,0.165927681,0.326428371,0.182417552,0.220424881,0.203889003,0.201417346,0.187121652
4932,0.176155044,0.317018694,0.299211391,0.175008107,0.188479397,0.194640501,0.174053494
4933,0.198899426,0.188296017,0.196127583,0.241098415,0.217268104,0.214192306,0.181359059
4934,0.180766696,0.155686146,0.15325668,0.174778058,0.169867534,0.173302841,0.15500628
4935,0.169624296,0.146507855,0.149322517,0.17048617,0.182511146,0.19077092,0.174137852
4936,0.255882615,0.346085291,0.330961843,0.21888329,0.212429269,0.217894531,0.233784522
4937,0.19016403,0.248432072,0.218165921,0.166774779,0.170229349,0.172931691,0.155883401
4938,0.202870289,0.297147874,0.264620715,0.231175985,0.230864144,0.233336947,0.197959911
4939,0.147732259,0.372956349,0.17073044,0.159407259,0.157185437,0.150692088,0.132928305
4940,0.250466118,0.311662083,0.142220592,0.171359852,0.171947688,0.169032415,0.157126057
4941,0.13324229,0.128959198,0.169396092,0.13750675,0.137951662,0.140941504,0.144947929
4942,0.190765254,0.310442317,0.171430102,0.173807777,0.179851973,0.182737935,0.17461607
4943,0.137445335,0.337784384,0.308251091,0.176917664,0.154894451,0.147773766,0.133059696
4944,0.166141312,0.28927731,0.338825336,0.219699664,0.219698461,0.221841819,0.195984335
4945,0.193408213,0.274589497,0.287722818,0.22537774,0.226050097,0.225862404,0.196616736
4946,0.181607003,0.166391431,0.190683445,0.189169139,0.188476731,0.187828041,0.167803425
4947,0.180090418,0.111022273,0.128532995,0.142933479,0.154507598,0.166149056,0.157417777
4948,0.148532964,0.132565039,0.138868736,0.142470977,0.14846711,0.144784493,0.131533957
4949,0.186927029,0.119554663,0.128237984,0.129132327,0.12306034,0.115734994,0.089208355
4950,0.16964737,0.187370276,0.164160255,0.177267501,0.175648586,0.170745097,0.151696754
4951,0.177682697,0.411819198,0.307544266,0.175494545,0.172261956,0.16907534,0.154177295
4952,0.143111013,0.393229756,0.318327675,0.210245562,0.163190413,0.159834248,0.151671363
4953,0.188286516,0.320520486,0.2786204,0.248617518,0.243708427,0.240974507,0.205959417
4954,0.160875525,0.159177431,0.166379664,0.188661238,0.185943003,0.180719716,0.173316913
4955,0.185976134,0.288286227,0.258066836,0.182031148,0.180323184,0.182641653,0.17024733
4956,0.158160943,0.136844374,0.153130506,0.146355075,0.297225241,0.302416792,0.282290975
4957,0.172371512,0.289791346,0.264671128,0.222644653,0.220953384,0.225359716,0.209801275
4958,0.216387154,0.123239585,0.140704439,0.150835618,0.155084905,0.152007803,0.137058386
4959,0.189157642,0.16077224,0.160754481,0.190542907,0.184060066,0.18164003,0.164148671
4960,0.170008585,0.191877444,0.21359081,0.185379408,0.188749368,0.182423769,0.151439508
4961,0.185838506,0.182910783,0.175439903,0.186636833,0.182603866,0.175732013,0.145551733
4962,0.152439642,0.333979867,0.272470084,0.174480321,0.159219835,0.158987601,0.131117698
4963,0.194305752,0.300830744,0.201840182,0.185172377,0.179537785,0.186771326,0.17687093
4964,0.152815466,0.1493566,0.144927643,0.153498431,0.158850125,0.157822996,0.149508051
4965,0.20128303,0.256841023,0.250009677,0.23465265,0.230072481,0.22461206,0.194925188
4966,0.182816136,0.17849522,0.172703455,0.185433536,0.19223754,0.196714417,0.185454405
4967,0.155334564,0.3364693,0.248149116,0.220454503,0.210701839,0.216476793,0.201804028
4968,0.202235124,0.303645254,0.264261289,0.217234688,0.226456228,0.233489416,0.202545096
4969,0.222726383,0.253604071,0.258013688,0.169664133,0.165577154,0.162283583,0.147489755
4970,0.190322666,0.287169073,0.287008195,0.242109834,0.242766959,0.247102153,0.214508379
4971,0.216041898,0.131542736,0.160733373,0.170155421,0.169936003,0.174576265,0.162834685
4972,0.188177326,0.41651432,0.374354612,0.227940803,0.230298993,0.230747502,0.202270322
4973,0.199201417,0.369637777,0.190633484,0.205012582,0.18523043,0.181450473,0.16610269
4974,0.250724567,0.24073423,0.222553414,0.173303145,0.198149805,0.20154467,0.177166257
4975,0.279142021,0.140269103,0.17240693,0.158000637,0.157940063,0.158409768,0.14710392
4976,0.148286104,0.144775486,0.157722238,0.150313761,0.169595187,0.169522181,0.152949408
4977,0.178647526,0.284666261,0.254923521,0.184650399,0.19861254,0.20488551,0.184950177
4978,0.270595597,0.183210849,0.221831062,0.150213784,0.159045089,0.156522567,0.158929878
4979,0.155509063,0.15166279,0.143811347,0.174004469,0.167663562,0.16871364,0.161023942
4980,0.176772681,0.145222214,0.1685704,0.178653111,0.176295465,0.171995759,0.152055997
4981,0.157547183,0.19014647,0.242222475,0.1722059,0.168766028,0.166477686,0.153346082
4982,0.137749111,0.143323375,0.1380263,0.146791425,0.145757984,0.146768408,0.142460473
4983,0.182718455,0.247889662,0.237345282,0.199907249,0.200642495,0.205811808,0.183662021
4984,0.216421571,0.241620473,0.244712956,0.174594151,0.150726245,0.153395667,0.147368808
4985,0.166423783,0.145070517,0.165375753,0.20289992,0.184223258,0.183187083,0.175926072
4986,0.211223736,0.155801482,0.178856199,0.153687049,0.17726246,0.197447117,0.177006926
4987,0.237197464,0.170907411,0.207577275,0.147710134,0.147922914,0.15216902,0.143548521
4988,0.188664285,0.425021314,0.171145287,0.171815864,0.16134455,0.159319108,0.147501214
4989,0.146083694,0.18147123,0.162805682,0.167624342,0.167878858,0.171667866,0.162148508
4990,0.139971008,0.158515622,0.24119849,0.166138498,0.164797098,0.159495232,0.147574205
4991,0.205442955,0.163694133,0.204294201,0.17483534,0.166992718,0.161452372,0.143719954
4992,0.21851324,0.179525962,0.179011385,0.189169732,0.193168703,0.190347241,0.175847128
4993,0.218012879,0.255857358,0.167175241,0.127678854,0.148500677,0.139138544,0.10947752
4994,0.158211346,0.319709073,0.311139189,0.202011406,0.216989677,0.221962785,0.198113571
4995,0.189901705,0.237969166,0.211848601,0.189050516,0.178891015,0.175983527,0.156032002
4996,0.175753045,0.170820892,0.165698346,0.175253048,0.172961397,0.173057398,0.149405262
4997,0.231017883,0.162648477,0.160716586,0.271655539,0.174986673,0.181907863,0.169109008
4998,0.14491382,0.375884871,0.292143458,0.165362203,0.162460737,0.157396959,0.140078213
4999,0.168261204,0.317404982,0.291862198,0.226711334,0.235001961,0.231607078,0.209258136
5000,0.202273843,0.390401798,0.306841082,0.185532119,0.181297413,0.186110942,0.190543179
5001,0.210562074,0.223169713,0.23739825,0.206536297,0.162173099,0.16631326,0.155177408
5002,0.175851562,0.162320585,0.169789375,0.175781459,0.141909298,0.163769123,0.162436345
5003,0.168787807,0.32713955,0.272157987,0.124539897,0.152542414,0.149571363,0.132246337
