fid,nbr_1,nbr_2,nbr_3,nbr_4,nbr_5,nbr_6,nbr_7
2219,0.175665146,-0.03498138,-0.058494244,0.295731078,0.291496369,0.264871736,0.169484838
2220,0.106759601,-0.052542932,-0.014463167,0.135909794,0.260219166,0.246102008,0.151570626
2221,0.041908719,-0.085992476,-0.074381125,0.220583256,0.226729613,0.089152818,0.083333644
2222,0.250350954,-0.0953683,-0.060500281,0.322786257,0.392460197,0.328783212,0.205850666
2223,0.222953127,-0.07315299,-0.084866955,0.297677958,0.314136983,0.299005664,0.197393472
2224,0.197702796,0.040038757,0.092206026,0.229332853,0.376677205,0.309781392,0.213593661
2225,0.255456931,-0.080047407,-0.081700156,0.337520756,0.393322594,0.354867507,0.260725043
2226,0.256626354,-0.057013207,-0.010957624,0.370066097,0.415157532,0.306425614,0.182463946
2227,0.054759015,0.256778894,0.005762234,0.07544347,0.234568939,0.085947621,0.096134867
2228,0.209712863,0.095120757,0.113115516,0.221008164,0.320398861,0.308503494,0.249436731
2229,0.132824132,-0.038218782,0.030626361,0.295926229,0.287836214,0.218476601,0.11316038
2230,0.181281065,-0.064231325,-0.004204399,0.237831986,0.274138363,0.247108464,0.193885456
2231,0.168996932,-0.040328347,-0.032096964,0.14704537,0.193455218,0.228496645,0.191332011
2232,0.064720632,-0.061363605,-0.024421918,0.331239562,0.24532215,0.120526103,0.069645107
2233,0.21749587,-0.058050011,-0.001939627,0.354011835,0.36059102,0.304310543,0.219489911
2234,0.046689866,0.018192632,-0.043045517,0.142314212,0.120858924,0.121617949,0.119330284
2235,0.039681926,-0.053119164,-0.049146703,0.129924884,0.075148837,0.046469212,0.050489171
2236,0.147026559,0.061964934,-0.042001179,0.214614243,0.231421773,0.241511016,0.166743653
2237,0.053658405,0.021534712,-0.069110054,0.231743208,0.28355694,0.130359798,0.092640439
2238,0.01329501,-0.048379831,0.015960639,0.042481187,0.077667658,0.062925241,0.022196889
2239,0.090873961,0.320429805,0.115897124,0.007408909,0.204255581,0.202575155,0.130563363
2240,0.206758035,-0.058672468,-0.032234621,0.232267433,0.279683485,0.260591226,0.237160211
2241,0.231113494,-0.078714492,-0.036998357,0.312667273,0.255216303,0.244067357,0.217392191
2242,0.035702557,0.271957874,0.119751735,0.023664688,0.042224204,0.034312609,0.045038118
2243,0.196840639,-0.020210285,-0.034920083,0.279189512,0.310512411,0.260655152,0.176257185
2244,0.233606909,-0.002018897,0.000197449,0.264063965,0.324023023,0.30345586,0.221796583
2245,0.166455096,-0.090376737,-0.051021795,0.25997033,0.413836867,0.380646056,0.294338366
2246,0.212304635,-0.087534613,-0.051920171,0.306580172,0.36055825,0.328909647,0.235585549
2247,0.037187517,0.191791416,-0.029108976,0.022247332,0.035529148,0.03993261,0.037930579
2248,0.236341331,-0.108450252,-0.105361401,0.354115223,0.407971758,0.358985436,0.29610692
2249,0.203569878,-0.104587533,-0.065694891,0.072102169,0.373589439,0.338865144,0.291301615
2250,0.030719956,0.0608688,-0.0500296,0.030305954,0.018118255,0.006590801,0.033626392
2251,-0.050250156,-0.047362309,-0.009457992,-0.032769514,0.018946415,0.073030522,0.013173097
2252,0.214716683,-0.023140643,0.083780234,0.17108815,0.266651,0.250757055,0.187145157
2253,0.083232798,-0.09208939,-0.073147021,0.042037323,0.364267611,0.337134196,0.261908416
2254,0.047179746,0.080314339,-0.03029849,0.031242844,0.036921677,0.024093216,0.023880987
2255,0.148741649,-0.081959725,-0.047914435,0.108263117,0.16335463,0.184646489,0.13486848
2256,0.297167605,-0.070091695,-0.067538857,0.256856264,0.432281321,0.360779706,0.292538876
2257,0.165909574,-0.084724493,-0.053003419,0.307006142,0.269144993,0.228593309,0.1901276
2258,0.19146111,-0.018749381,-0.045534602,0.217528797,0.35931474,0.256356233,0.221177904
2259,0.203654207,-0.090696814,-0.091660275,0.339213729,0.288394516,0.288630085,0.217913518
2260,0.23619511,-0.00352188,0.007909408,0.245403838,0.364192851,0.337874053,0.244985211
2261,0.065114219,0.048761827,-0.047165692,0.174085436,0.173129907,0.127432239,0.103769345
2262,0.245508329,-0.037186393,-0.041589798,0.318435299,0.398002206,0.345973751,0.266539212
2263,0.193036835,-0.056769988,0.035523045,0.321209338,0.392668536,0.269954544,0.196138346
2264,0.169496216,-0.077584474,-0.049264249,0.254226983,0.304050514,0.285855295,0.214945687
2265,-0.075631776,-0.043701757,-0.038392859,-0.060521397,0.127706117,0.264755492,0.219882852
2266,0.017291985,0.067329282,0.013529131,0.081593378,0.090060832,-0.02384486,0.061809894
2267,0.245206863,-0.088342417,-0.06764736,0.241413202,0.406858156,0.335028295,0.217154949
2268,0.036225587,0.16847056,-0.032205656,0.015055351,0.023406221,0.056690601,0.04921463
2269,0.18082299,0.037691654,-0.041102244,0.113787886,0.242314585,0.250377893,0.207756125
2270,0.051758165,0.115800013,0.144985202,0.071426435,0.252390591,0.107674623,0.079317686
2271,0.109596327,-0.062846887,-0.025615194,0.263321191,0.258176373,0.271871204,0.202526061
2272,0.027845898,0.064282231,0.032095704,0.103958619,0.039935105,0.05498329,0.044462
2273,0.238374809,-0.108927906,-0.080161672,0.250226409,0.374036296,0.307423524,0.238142721
2274,0.040592883,0.065552099,-0.053172163,0.07217402,0.093561705,0.052904999,0.047340436
2275,0.24254532,-0.058555039,-0.022502615,0.252231057,0.344156966,0.316313445,0.236741773
2276,0.314155525,-0.05439537,-0.06372568,0.339113425,0.441773575,0.386541529,0.299732534
2277,0.023252603,-0.092104337,-0.075878115,0.080668862,0.073379811,0.076986896,0.05067372
2278,0.17575406,-0.050013093,-0.02089804,0.285699644,0.302016613,0.298047839,0.195370586
2279,0.240200545,-0.102773851,-0.073332009,0.201401417,0.218562649,0.188108712,0.148486296
2280,0.04012094,0.005650297,-0.039091465,0.049987036,0.06424454,0.049521613,0.048452775
2281,0.266904746,-0.04593882,-0.01927074,0.253290965,0.352472276,0.319985521,0.257991147
2282,0.172236538,-0.050846277,0.016890237,0.11350956,0.214776851,0.229879811,0.183851087
2283,0.032454285,0.185288794,-0.021471751,0.023828503,0.084032711,0.03013673,0.041808894
2284,-0.014860943,0.024255949,0.036649306,-0.013356932,0.003448452,0.007454174,0.017481742
2285,0.06802184,-0.035696465,-0.008381049,0.141501469,0.144429,0.092306604,0.091780245
2286,0.069367518,0.058271741,-0.016244638,0.055454385,0.093305027,0.084958282,0.085680474
2287,0.007819849,0.109209409,-0.003745162,0.021760322,0.030935621,0.072365013,0.017023576
2288,0.059678906,-0.01895044,0.000596347,0.136962533,0.131622278,0.114504009,0.102959936
2289,0.19071788,-0.052218052,-0.072383952,0.153486277,0.195016859,0.222193297,0.199177544
2290,0.090914489,-0.015979738,0.00899868,0.102059453,0.128304449,0.094303989,0.091722106
2291,0.158768164,-0.091024157,-0.075010547,0.273262689,0.308801379,0.276669378,0.213191486
2292,0.153116525,0.073854049,0.092562889,-0.046630254,-0.010661813,-0.021824195,-0.013923371
2293,0.296237836,-0.053261442,-0.020880263,-0.03782191,0.016252335,0.010925064,-0.009092613
2294,-0.06381057,-0.066983506,-0.051154006,-0.0706265,0.126568209,0.282633694,0.245369874
2295,0.091437403,0.082063732,-0.03937319,0.134881532,0.153313977,0.157538905,0.088667606
2296,0.237590402,-0.022730895,-0.005373045,0.274077774,0.358493656,0.305556713,0.234689677
2297,0.257571353,-0.08964833,-0.079961026,0.312448423,0.368975014,0.343508855,0.265408173
2298,0.091290936,0.129089662,0.04570059,0.201248294,0.182650177,0.112214487,0.148364321
2299,0.105217064,-0.081719635,-0.058838049,0.095461225,0.144673267,0.166472997,0.163621862
2300,0.08114075,-0.113390885,-0.082126668,0.111463395,0.281256504,0.267117774,0.203543294
2301,0.147148234,0.058148775,-0.021470019,0.142306409,0.281092845,0.202020849,0.170841295
2302,0.220416619,-0.081898459,-0.074509055,0.289856592,0.332444518,0.299726963,0.218019443
2303,0.217445415,-0.075977839,-0.068033819,0.302551217,0.349973208,0.304292365,0.231781455
2304,-0.040458662,-0.026617414,-0.035079316,0.001732272,0.267575883,0.256099548,0.196830555
2305,0.225615529,-0.078764624,-0.060529117,0.321869415,0.357451338,0.312218831,0.224645972
2306,0.203164188,0.134956465,0.118425354,0.200823208,0.218921246,0.210443616,0.181298105
2307,0.221518111,-0.079551645,-0.073551954,0.300092064,0.357027899,0.303317386,0.236571025
2308,0.139010474,0.047307879,0.079873009,-0.03163841,-0.00029608,-0.00731203,0.005519073
2309,0.207291482,-0.082072589,-0.059078989,0.161641811,0.28432857,0.258807387,0.231711723
2310,0.21574845,-0.036069687,0.005084123,0.354962542,0.356181883,0.307811501,0.21804588
2311,0.197070913,-0.046783921,0.012104703,0.337086622,0.355631512,0.300793972,0.215957982
2312,0.221311181,-0.048713829,-0.009382045,0.355660431,0.361374276,0.316563651,0.22217263
2313,-0.044341313,0.19786173,0.052570853,0.000921443,0.017999831,0.013500131,0.016782826
2314,-0.002128288,0.142071048,0.0832349,-0.014808918,0.031519857,0.041829181,0.019677789
2315,0.202869501,-0.066338865,-0.039678063,0.221086425,0.273168668,0.257907461,0.200008663
2316,0.237081018,-0.110778601,-0.079807705,0.221480718,0.349077078,0.309811722,0.243449012
2317,0.228042216,-0.105604931,-0.07410502,0.176800897,0.328316819,0.303713434,0.241901442
2318,-0.043218427,0.042755543,-0.009219129,-0.039439116,0.042641572,0.122170812,0.185745899
2319,0.230259259,-0.065501693,-0.044484804,0.299891014,0.376813977,0.321995478,0.240727548
2320,0.195095986,-0.079692026,-0.071681593,0.26778907,0.307737392,0.268013307,0.217797082
2321,-0.039460456,0.333994097,0.01586172,0.10216685,0.14524084,-0.027053466,0.057789177
2322,0.078041669,-0.069502713,-0.025739915,0.242591353,0.274524061,0.17928461,0.135803991
2323,0.222800986,0.015758483,0.049891715,0.268383966,0.326358884,0.293108322,0.237264538
2324,0.215361754,-0.081522075,-0.068007364,0.287343876,0.348609135,0.302725308,0.212914377
2325,0.210193264,0.008457019,0.02133128,0.01911052,0.146691751,0.203114574,0.181759174
2326,0.210227555,-0.059369241,-0.057261205,0.324083994,0.384636585,0.342416368,0.254546357
2327,0.028192638,-0.049062386,-0.109553792,-0.079131361,-0.061424356,-0.037645541,-0.014983727
2328,0.054336877,-0.003243657,0.034794188,-0.004476225,0.02098785,0.068252004,0.050037483
2329,0.231819649,-0.034659857,0.087971998,0.267755722,0.389099466,0.315592886,0.210064845
2330,0.227520093,-0.033936711,0.062186232,0.247886305,0.394927268,0.329490063,0.23972742
2331,0.250332011,-0.039819877,0.023590226,0.307278309,0.386170856,0.30568325,0.20874456
2332,0.271497015,0.006773872,0.049113271,0.175536919,0.394125703,0.321619367,0.234406286
2333,0.147655239,0.055834306,-0.058425717,0.113507194,0.210361202,0.243716833,0.152612837
2334,0.21312354,-0.0370888,0.008947035,0.347183904,0.337993698,0.295719563,0.218250706
2335,-0.01413825,0.119762714,-0.001777117,-0.002663344,-0.014324369,-0.028092897,-0.018421966
2336,0.13056462,-0.069548383,-0.026951154,0.1589266,0.158542313,0.123254475,0.128695644
2337,0.062991794,-0.056656585,-0.02895067,0.056735647,0.059396303,0.129301178,0.106049253
2338,0.055101352,-0.023494391,-0.010573909,0.045247048,0.036279341,0.104909821,0.090229922
2339,0.120027092,-0.063430046,-0.012490163,0.14189374,0.133041648,0.115213681,0.106969158
2340,0.230433303,-0.109889391,-0.074814823,0.194444728,0.36148229,0.330566647,0.256267764
2341,0.059012345,-0.128513274,-0.09451668,0.107839548,0.259224954,0.242270734,0.167719399
2342,-0.003113681,-0.032325277,-0.008120892,0.058023557,0.055105569,0.033763359,0.051208922
2343,0.242299436,-0.082103883,-0.027440317,-0.063321303,0.039585424,0.109766318,0.130399402
2344,0.249137206,-0.101361551,-0.074555253,0.168465346,0.37794029,0.353131843,0.242032893
2346,0.002477241,-0.061435869,-0.073631321,0.025961454,0.248109439,0.287523451,0.218097287
2348,0.206099493,-0.044201546,0.040514274,0.302186528,0.378880953,0.26481148,0.194703882
2349,0.261593313,-0.087821307,-0.097451283,-0.097444117,-0.035426543,-0.003775685,0.011678873
2350,0.111873772,-0.055974216,-0.011033519,0.179211217,0.208908964,0.197299708,0.142854101
2351,0.131717262,-0.071758504,-0.018030284,0.173311259,0.191646916,0.195027189,0.177881946
2352,0.074918109,-0.105269985,-0.067583844,0.073232424,0.267340644,0.301086004,0.179846053
2353,0.179874691,-0.105554475,-0.062674347,0.256136942,0.35121816,0.319512649,0.204716411
2354,0.032336667,-0.105281392,-0.106610976,-0.022226123,0.305387061,0.330716752,0.263061171
2355,0.178250248,-0.042311082,-0.005324651,0.264633606,0.298018433,0.245899379,0.179264911
2356,0.208385292,-0.052297419,0.031105774,0.301180426,0.389269749,0.290439137,0.205189801
2357,0.218006453,-0.045446109,0.024459279,0.316341417,0.375539955,0.294102411,0.210500518
2358,0.205159849,-0.055263618,0.031997567,0.322182256,0.392652052,0.291091539,0.205408331
2359,0.028981012,0.241899055,-0.031655221,0.056531016,0.008432979,0.038666882,0.033458369
2360,0.185828829,0.065334038,0.030079836,0.231917724,0.25334667,0.251230735,0.193977961
2361,0.114891877,0.082982786,-0.033138424,0.271157832,0.296358612,0.282553727,0.166322468
2362,0.092989087,0.10417169,-0.039269332,0.241304209,0.235214071,0.227885658,0.087116033
2363,0.102152262,0.066048202,-0.034260938,0.16369069,0.226249944,0.224588758,0.095428177
2364,0.11117001,0.049771199,-0.038813411,0.16178387,0.218334995,0.212827006,0.107520679
2365,0.230233305,-0.06590358,-0.035688668,0.309358996,0.389330651,0.299936573,0.176820458
2366,0.100437177,-0.069658447,-0.060272262,0.062933752,0.155315062,0.156038801,0.09731056
2367,0.000881559,-0.070341378,-0.074674226,0.103724846,0.141793584,0.039879037,0.019274036
2368,0.058015605,-0.077798463,-0.074202697,0.270661214,0.259989711,0.153435659,0.088276974
2369,0.212203015,-0.092299724,-0.042898472,0.207918372,0.351276697,0.329163359,0.254133404
2370,0.204519933,-0.029958448,-0.016187462,0.317146293,0.260865907,0.217885298,0.171273195
2371,0.129533152,-0.01353898,-0.012093262,0.060462805,0.12337309,0.085616273,0.15125086
2372,0.071986072,-0.031363047,0.025528042,-0.014305556,0.091559614,0.154573638,0.19300556
2373,0.060614425,-0.064166896,-0.059400331,0.128351411,0.157005533,0.084860521,0.076717308
2374,0.088915169,-0.022813301,-0.053428441,0.165500362,0.206754737,0.124113271,0.07230709
2375,0.067903311,0.204960835,-0.025722937,0.046717553,0.100428967,0.066189407,0.084159906
2376,0.122355642,0.327832447,0.165293863,0.071996467,0.338142487,0.352623197,0.284875928
2377,0.209435014,0.033080027,0.084056243,0.224383419,0.301084811,0.269684479,0.231946338
2378,0.202233671,0.094019966,0.109184531,0.214777067,0.309628307,0.301842377,0.244666006
2379,0.188234321,0.064451048,0.086384296,0.194006814,0.317706611,0.311896914,0.257567954
2381,0.199572193,-0.022825403,-0.073998651,0.199221387,0.371025742,0.34344536,0.287392594
2382,0.193525119,0.025188313,-0.06690365,0.158882844,0.333051234,0.332314443,0.285518639
2383,0.026918525,0.009545507,0.064142819,0.081579292,0.14687071,0.171840897,0.181038543
2384,0.039289251,-0.027679071,0.02751748,0.082854725,0.186865952,0.210701585,0.256604828
2385,0.02272956,-0.002922061,0.037098397,0.074666845,0.168662862,0.178327939,0.182957234
2386,0.057771697,-0.023502302,0.022983935,0.100238946,0.18815941,0.198443347,0.248111971
2387,-0.005378436,-0.005349853,0.026476333,0.022296998,0.056852373,0.093195497,0.059615348
2388,0.053879123,-0.021408094,0.020175851,0.07736387,0.193709857,0.201795452,0.245023689
2390,0.072121752,-0.017739118,0.021066626,0.059974695,0.148361299,0.144084504,0.213686334
2391,0.096316389,-0.03028802,-0.011169542,0.051195655,0.11272539,0.141742112,0.194061404
2392,0.012287516,-0.008970838,0.013894853,0.029192724,0.085048595,0.065347812,0.117629747
2393,0.081314488,-0.023764988,-0.009498562,0.062708496,0.096384275,0.103019519,0.160285667
2394,0.056487917,-0.048192547,-0.012732387,0.068730114,0.082914521,0.11653378,0.06879453
2395,-0.005102918,-0.023088006,0.016694657,0.011955011,0.057613073,0.098704382,0.05795743
2396,-0.050461268,-0.072428062,-0.053918546,-0.106261947,-0.041478398,-0.056886635,-0.046753295
2397,-0.099131641,-0.031638391,-0.021170579,-0.094206966,-0.066787249,-0.070448571,-0.060389961
2398,0.198695421,-0.081841253,-0.047438179,-0.049392988,0.11129087,0.132716692,0.160736777
2399,0.212332976,-0.067976603,-0.046666276,0.252823187,0.352442692,0.269513514,0.189090923
2400,0.060546386,-0.131423338,-0.091802969,-0.125403677,-0.049815108,0.075991947,0.187606358
2401,0.072286636,0.121866348,-0.004376852,0.184245024,0.158205681,0.229988556,0.182733121
2402,0.072593389,0.163948211,0.016783731,0.172190291,0.132494429,0.209570195,0.157590097
2403,0.120664842,0.049092725,-0.004256179,0.027464493,0.121031328,0.121394486,0.123747
2404,0.287642515,-0.000206983,-0.00255763,0.294865312,0.39221577,0.34987611,0.296732917
2405,0.301188472,-0.078530055,-0.076649973,0.291363947,0.432250684,0.396334232,0.304952569
2406,0.311638417,-0.083629562,-0.081242122,0.300583415,0.434785542,0.399067423,0.307972361
2407,0.244230352,-0.079448016,-0.08041917,0.337016102,0.385983888,0.341981666,0.250118135
2408,0.26978811,-0.097436953,-0.088213219,0.257865062,0.394952241,0.364167569,0.281145389
2409,0.245185736,-0.054733907,-0.057245146,0.290659212,0.340409885,0.307349092,0.239967951
2410,0.21538788,-0.060181589,-0.059607775,0.382397701,0.347546932,0.322562649,0.233413323
2411,0.049759583,0.273500775,0.049069962,0.016028274,0.063510357,0.122917853,0.055271066
2412,0.104550871,-0.105989784,-0.084182973,0.145483276,0.249953028,0.166115979,0.142024707
2413,0.077643124,-0.102943075,-0.081884753,0.126677433,0.143974985,0.108896049,0.094969727
2414,0.246418242,-0.10727997,-0.065972391,0.247393977,0.315901145,0.28863317,0.230645372
2415,0.211611917,-0.102549298,-0.077808608,0.210514595,0.257777705,0.240300396,0.176463371
2416,0.233378954,-0.110160099,-0.070777413,-0.033356807,0.039449244,0.089567182,0.167483877
2417,0.258876393,-0.100664511,-0.060936393,-0.018780733,0.079706326,0.144322543,0.191416393
2419,0.20152151,-0.105443392,-0.076406123,-0.027167544,0.045161226,0.108138662,0.171788944
2420,0.037560996,-0.043714597,-0.05085583,0.090558178,0.168881401,0.135913596,0.126824738
2421,0.170789589,0.055927121,-0.048939415,0.174182287,0.209383203,0.207270377,0.194652519
2422,0.047906387,-0.060426394,-0.019324062,0.047715535,0.044741021,0.035427175,0.059292125
2423,0.142843853,-0.044028107,-0.032808882,0.230515224,0.251300399,0.232524051,0.177545254
2424,-0.035147469,-0.034677178,-0.063679768,-0.065463292,0.081125476,0.153634208,0.165015089
2425,0.061768616,0.090332958,0.070481813,-0.001386424,0.104826576,0.091476364,0.068932155
2426,0.13458048,0.249900101,0.145813356,0.088352001,0.158830668,0.141075773,0.091436338
2427,0.121553823,0.102694865,-0.038670499,0.144608782,0.197237493,0.233497213,0.174418813
2428,0.064574682,0.03544118,0.041229977,-0.001331029,0.06254266,0.104190595,0.084532133
2434,0.058509227,-0.050924596,-0.022900387,0.112049268,0.037076093,0.058658003,0.063570195
2435,0.038582625,0.067604183,0.015292542,0.024699389,0.051162668,0.053668819,0.063249851
2436,0.047933229,0.149623182,0.080355632,0.048701101,0.084189564,0.082429688,0.082857242
2438,0.035198061,0.016641948,0.05907237,0.081899501,0.169920573,0.194522695,0.199815097
2439,-0.002830767,0.000992987,0.027098993,0.028823539,0.065556727,0.101744301,0.05711694
2440,0.055505093,-0.028241528,0.00278704,0.09576089,0.182859816,0.191010874,0.243900984
2441,0.055257405,-0.035763672,0.010508408,0.099618676,0.192415955,0.191709251,0.244948758
2442,0.057499631,-0.030006207,-0.012870165,0.067239131,0.205131498,0.181310638,0.239072957
2443,0.061156749,-0.019281139,-0.015088958,0.065287226,0.18387085,0.163637771,0.224926538
2444,0.035182838,-0.014737442,-0.007570302,0.096386003,0.208001637,0.194906226,0.241509699
2447,0.10831884,-0.041022999,-0.083164793,0.192188982,0.214971112,0.167516878,0.152916979
2448,0.017711995,0.045660153,-0.04364498,0.077355391,0.092684122,0.056060477,0.053226859
2449,0.034112069,0.076207878,-0.05053795,0.081375133,0.160104696,0.066447857,0.057597705
2453,-0.004910752,-0.068135921,-0.049964581,-0.033540637,0.064388799,-0.019866634,0.025344938
2454,0.124359628,-0.019459729,-0.01407601,0.072978139,0.15823427,0.071270124,0.151137393
2460,0.00878756,0.039016201,-0.103860829,0.0397194,0.015946301,0.034568113,0.05685721
2461,0.013359112,0.119556504,-0.0980376,0.037470832,0.011297746,0.037501191,0.064942355
2462,-0.00227292,0.111391702,-0.097721332,0.03040989,-0.001354073,0.025268902,0.057568255
2465,0.00601581,0.046519114,-0.089770474,0.017179331,0.042798063,0.025335447,0.049286568
2466,-0.012749163,0.028206081,-0.107041831,-0.016901062,-0.005581721,0.017387968,0.050737706
2467,0.20782227,-0.065718094,-0.068521152,0.188718002,0.265620616,0.270445998,0.236502431
2468,0.153164484,-0.021251683,0.022273758,0.192955687,0.208452856,0.207990781,0.17367924
2469,0.25601046,-0.070326697,-0.06865598,0.338438793,0.360143589,0.337343607,0.245600167
2470,0.280774756,-0.028681244,-0.043096161,0.300731016,0.297551567,0.267252141,0.269607443
2471,0.266007624,-0.023829008,-0.030774561,0.299949676,0.299641894,0.270167165,0.269437084
2472,0.241923372,-0.013776676,0.010166319,0.350788286,0.341441632,0.314372062,0.19854092
2473,0.091946148,0.045167896,0.024176259,0.139489443,0.174596658,0.168104375,0.120726416
2475,0.180320185,-0.026747167,-0.007083654,0.29237971,0.261852184,0.256338751,0.163284956
2476,0.233405481,0.023204536,0.055058071,0.374437765,0.405698624,0.347624675,0.270571887
2477,0.168946589,-0.049898139,-0.024212054,0.247468312,0.272809674,0.208692597,0.167785471
2480,0.196494997,-0.05873208,-0.017923581,0.305409364,0.296610048,0.277692801,0.209571862
2482,0.231878659,-0.038142739,-0.057115797,0.220946265,0.246152056,0.258630895,0.198121626
2483,-0.070870674,-0.080394955,-0.057428198,-0.074000297,-0.07221968,-0.063626474,-0.038999617
2484,0.244988745,-0.035946223,-0.04006839,0.279287272,0.345822748,0.281106686,0.185339993
2485,0.206514256,0.049525453,0.052270837,0.361567727,0.389128981,0.332700045,0.25060468
2486,0.218221441,-0.057984616,-0.036826236,0.140168976,0.094888125,-0.02277718,0.035868358
2487,0.165778387,0.075353844,0.093149998,0.059304981,0.182689498,0.255111902,0.146562952
2488,0.21908799,-0.034151133,0.008311464,0.29664044,0.269188387,0.265915683,0.215654145
2489,0.206603908,-0.040929708,0.00885185,0.255777222,0.24494083,0.250492751,0.194445197
2490,0.013793945,-0.073794405,-0.112519859,0.031097182,0.07172775,0.033852498,0.083953065
2491,0.16837504,-0.037975102,-0.042525631,0.172118054,0.24165565,0.238119767,0.166555162
2492,0.137589532,0.14437837,-0.02489947,0.076538951,0.043255554,0.040017937,0.054391038
2493,0.196435109,-0.042999412,-0.05904478,0.198131714,0.217153798,0.209715036,0.124804928
2494,0.196810251,-0.058770151,-0.024976483,0.314732547,0.378850094,0.326643818,0.18220724
2495,0.159207053,0.014874877,-0.016384253,0.123187875,0.170950986,0.208453969,0.21360629
2496,0.209519766,-0.06958811,-0.038388971,0.200373929,0.264547166,0.272544511,0.231325562
2497,0.234026137,-0.065483342,-0.043582567,0.1650413,0.221406631,0.210393147,0.199751859
2498,0.238473758,-0.059406757,-0.076667174,0.330099758,0.351542185,0.288461677,0.234903566
2499,0.204486751,-0.054604489,-0.056273773,0.265512089,0.390727128,0.343384292,0.133833843
2500,0.203869593,-0.059225784,-0.037655538,0.143505289,0.191767731,0.192168243,0.19525453
2501,0.241457389,0.015205764,0.05175887,0.288504414,0.307276139,0.28444682,0.270874605
2502,0.066441362,-0.003956094,0.039209488,0.104526346,0.171135484,0.148486521,0.100073061
2503,0.098303823,0.181830669,0.01427776,0.155713922,0.197194936,0.224541627,0.137048587
2504,0.219179777,0.001964171,0.004985539,0.276940886,0.328895867,0.259770063,0.170828369
2505,0.290520441,-0.0749428,-0.037462261,0.242347264,0.324807239,0.308365913,0.168502824
2506,0.190098778,0.174826314,-0.030553835,0.169917798,0.21052866,0.242168874,0.212464409
2507,0.251639046,-0.086151473,-0.061348066,0.282239951,0.314349224,0.322124715,0.240174706
2508,0.178889604,-0.010578506,0.003753946,0.186938183,0.237586359,0.247565391,0.210707583
2509,0.202397131,-0.046987566,-0.04203403,0.295282325,0.316510064,0.268220749,0.182162211
2510,0.246227073,0.034165665,0.040396322,0.25880746,0.340270468,0.355055522,0.30491403
2511,0.194316167,-0.076209611,-0.04037099,0.252192916,0.307518334,0.2758633,0.202029659
2512,0.048456234,0.166306898,0.080334985,0.255020672,0.257954533,0.292113961,0.291882818
2513,0.198248308,-0.076192015,-0.054723583,0.288629644,0.283490632,0.264655242,0.200176245
2514,0.262049016,-0.075524743,-0.052562437,0.275662528,0.361969394,0.327061978,0.216281108
2515,0.042502173,-0.091857197,-0.092887473,0.02637385,0.05577438,0.013898166,0.035971327
2516,0.157787033,-0.041514346,-0.042832003,0.191853841,0.344942324,0.338938446,0.234346238
2517,0.214789117,0.005585523,0.019804671,0.301373305,0.309736958,0.276651183,0.241748353
2518,-0.073511253,-0.026679301,0.070812352,-0.074361568,-0.061194429,-0.035921045,0.044389267
2519,0.233818474,-0.016468583,0.085606908,0.26495737,0.360013782,0.352574111,0.228661045
2520,0.221680991,0.008286437,0.030942229,0.281884378,0.314262592,0.289692985,0.242926279
2521,0.286127605,0.033449754,0.048397113,0.352945441,0.355194299,0.328808634,0.268665143
2522,0.05929715,-0.055820902,-0.061085274,0.095542556,0.114103737,0.137854963,0.127552844
2523,-0.089557118,0.147143969,0.140180898,0.154300744,0.210564579,0.287754307,0.241107421
2524,0.209576023,-0.087087423,-0.070050134,0.189706464,0.289721469,0.295486512,0.219475678
2525,0.1876223,-0.068556547,-0.035275616,0.17023638,0.18254974,0.206571471,0.17440914
2526,0.218517343,0.234043562,0.190513893,0.139169294,0.266772217,0.274908694,0.196402718
2527,0.262520674,-0.097745112,-0.058519037,0.280502826,0.339131901,0.317400563,0.242908816
2528,0.202992818,-0.095226232,-0.061905215,0.211234741,0.319040968,0.262335809,0.175717852
2529,0.217195952,-0.068155875,-0.074384763,0.142586455,0.260773401,0.267932237,0.201342644
2530,0.236657935,0.100516818,0.151332256,0.298805176,0.230862743,0.20588678,0.202093951
2531,0.118962769,-0.080348023,-0.048531367,0.159325651,0.199746916,0.158425393,0.161621538
2532,0.180705489,0.002097043,0.071612749,0.327504575,0.36057358,0.32234459,0.232866773
2533,0.2319132,-0.008321716,0.034006284,0.2707711,0.32088601,0.351710382,0.292908737
2534,0.124676854,0.090603071,0.074269112,0.153584489,0.270019689,0.267723292,0.208225211
2535,0.232004214,0.163663644,-0.006293589,0.190092406,0.338111433,0.298392532,0.252911988
2536,0.284614657,-0.072726697,-0.054004622,0.372605718,0.420983799,0.358448416,0.267387158
2537,0.223483764,0.107227194,0.097944685,0.240530371,0.295050649,0.276462511,0.234579849
2538,0.086667216,-0.03801557,-0.020002389,0.091275575,0.058071961,-0.060804371,-0.04172347
2539,-0.026472767,-0.045841547,-0.126950129,-0.109715873,-0.08295049,-0.04584433,0.015901453
2540,0.192365255,-0.078688608,-0.042786412,0.146176479,0.269695865,0.284344176,0.23848869
2541,0.233855292,-0.026299639,-0.077950517,0.269042047,0.347616622,0.312554469,0.241616057
2542,0.063588844,-0.045567956,-0.033169933,0.134909016,0.141878761,0.116620398,0.086626962
2543,0.210845933,-0.022662465,-0.056022941,0.303904674,0.305473238,0.284429698,0.230700686
2544,0.249524911,-0.058327597,-0.032882149,0.186246039,0.230505941,0.240787381,0.24791491
