fid,savi_1,savi_2,savi_3,savi_4,savi_5,savi_6,savi_7
7019,0.145733368,0.159705165,0.177232612,0.205269583,0.189056048,0.18829006,0.143660544
7020,0.164184315,0.42877249,0.253597253,0.155347149,0.175639981,0.185498115,0.179853293
7021,0.14388059,0.190084949,0.141460426,0.166434634,0.162432817,0.166413251,0.165634241
7022,0.193623553,0.609582875,0.369663513,0.195503498,0.20216735,0.205130756,0.198144744
7023,0.160807998,0.413494279,0.158773782,0.303686717,0.155817611,0.15578193,0.169778853
7024,0.345214847,0.454764203,0.338655493,0.289395096,0.165803715,0.157850656,0.152381945
7025,0.354483255,0.406334513,0.364071795,0.231334578,0.19473929,0.144672077,0.13785133
7026,0.186319995,0.518809143,0.377493097,0.167300533,0.178396763,0.185714088,0.190981617
7027,0.152726891,0.764558641,0.451244954,0.232427727,0.162568302,0.1683773,0.183333143
7028,0.186734451,0.423337717,0.139400778,0.255984022,0.145691779,0.152135478,0.158620662
7029,0.175155626,0.31295581,0.269159996,0.208810994,0.203475504,0.205291251,0.199597231
7030,0.179442497,0.354160132,0.355859425,0.208886642,0.19811635,0.198750485,0.248374081
7031,0.158607043,0.417906178,0.322252549,0.155853894,0.149172709,0.152161021,0.153108954
7032,0.215003931,0.371129581,0.350766871,0.210227341,0.187348625,0.191481102,0.209984604
7033,0.201134961,0.52053055,0.3562019,0.180494394,0.172091128,0.176148979,0.171607469
7034,0.160101119,0.348132289,0.244231714,0.174318582,0.161954669,0.169692604,0.167153234
7035,0.303820556,0.425194317,0.381614712,0.311501681,0.149914768,0.153158159,0.16111652
7036,0.171010169,0.488102335,0.317368154,0.179429212,0.182330811,0.19670203,0.216469106
7037,0.335771761,0.147422541,0.171605064,0.297596194,0.186414012,0.187630818,0.175500749
7038,0.125600122,0.720057946,0.231976832,0.128785067,0.110923017,0.107761305,0.088670849
7039,0.181304202,0.616847823,0.481276379,0.170581857,0.161546916,0.167105103,0.163437459
7040,0.210295675,0.568578507,0.424854159,0.170133828,0.158962826,0.167967506,0.170724604
7041,0.162403483,0.620566881,0.182309166,0.174653662,0.171873335,0.178999535,0.17565115
7042,0.346782102,0.26442667,0.277877083,0.193740463,0.163822981,0.155444656,0.168718654
7043,0.392420002,0.173652314,0.224659706,0.175173742,0.185572547,0.207668016,0.220148272
7044,0.147855992,0.180546335,0.189258841,0.158661587,0.150432876,0.155986925,0.169608633
7045,0.144558979,0.686011513,0.163656931,0.269735921,0.149257164,0.150287407,0.168473412
7046,0.151926594,0.136275009,0.219612579,0.129666929,0.120053861,0.120610644,0.117766999
7047,0.295701275,0.330363197,0.282144143,0.262690464,0.213758972,0.212858259,0.212505081
7048,0.14564398,0.672637668,0.456781074,0.180143583,0.163273468,0.16982812,0.179918813
7049,0.217127031,0.284413249,0.303848274,0.262245446,0.211853713,0.211934322,0.210073638
7050,0.134810845,0.695474742,0.15940253,0.154241724,0.158411391,0.169209189,0.199410074
7051,0.150337363,0.447267807,0.177553156,0.227320095,0.226793251,0.317278892,0.37407253
7052,0.148417814,0.595536939,0.188967589,0.166814243,0.169867648,0.177503407,0.17574752
7054,0.206308293,0.576339941,0.460404692,0.217831087,0.207665152,0.207812099,0.210507259
7055,0.143646642,0.771607406,0.165003734,0.155033236,0.157946715,0.154686253,0.16010472
7056,0.142741224,0.525038271,0.268413341,0.154589054,0.143506251,0.144152397,0.146043861
7057,0.14089979,0.466951876,0.2482693,0.153760851,0.144744077,0.143180382,0.137862917
7058,0.154178521,0.336341364,0.21434617,0.163194333,0.157429541,0.16417146,0.157223948
7059,0.252564602,0.504302964,0.416051471,0.244723104,0.214310554,0.221312262,0.228706706
7060,0.22367673,0.458324598,0.357906525,0.231251608,0.214425975,0.221625383,0.202935115
7061,0.218913314,0.152775698,0.155238535,0.167208807,0.166406258,0.167872669,0.165895705
7062,0.211892215,0.16470771,0.162284886,0.190461112,0.186134435,0.180101238,0.191417523
7063,-0.043777161,-0.051395289,0.188940146,0.152774901,0.190007722,0.202213649,0.204446708
7064,0.158865699,0.709755739,0.215895366,0.187107111,0.172865267,0.172070616,0.210864892
7065,0.189554276,0.205682113,0.169054798,0.228992752,0.134198047,0.14359406,0.158645109
7066,0.183688814,0.693352632,0.486818887,0.211186318,0.205959162,0.22009808,0.212641938
7067,0.147317433,0.62425278,0.37857731,0.182839246,0.174277751,0.177957422,0.183290918
7068,0.210801528,0.376614797,0.315478505,0.201070405,0.197198994,0.221464249,0.219902959
7069,0.400476022,0.431994902,0.466753179,0.511271341,0.198555665,0.202571887,0.242025902
7070,0.149256968,0.617259797,0.385387218,0.166309252,0.161465743,0.171484109,0.212076876
7071,0.135019438,0.136767936,0.123072937,0.136921117,0.108757289,0.100698746,0.086144886
7072,0.152858855,0.440023384,0.279198725,0.197492781,0.144174019,0.148731648,0.154198936
7073,0.178241499,0.63848635,0.404458211,0.185377752,0.181810019,0.198298366,0.20270079
7074,0.126216774,0.111651566,0.112419378,0.101213958,0.098952814,0.094471847,0.128585166
7075,0.174482747,0.519029271,0.344695929,0.204179573,0.206942377,0.216502613,0.224570241
7076,0.24101797,0.236136628,0.180738531,0.186834546,0.199519941,0.168933442,0.185716201
7077,0.137992011,0.438113786,0.176374972,0.246473745,0.151357453,0.159759157,0.165335759
7078,0.180237173,0.186231922,0.166352128,0.267746385,0.20699865,0.248893956,0.336360539
7079,0.353093533,0.148947474,0.166365988,0.23123871,0.164242504,0.170369272,0.177289232
7080,0.355325597,0.218230361,0.257440685,0.25506291,0.155412713,0.151348665,0.145598939
7081,0.411415501,0.566176468,0.409737599,0.237993031,0.207232141,0.206602282,0.16177366
7082,0.374208331,0.244492096,0.282837399,0.247417005,0.157174687,0.152951304,0.147115182
7083,0.418331574,0.287469405,0.2936284,0.259274762,0.213739662,0.21482457,0.216033255
7084,0.141662857,0.734936479,0.530863291,0.178474107,0.170996302,0.177542344,0.177521192
7085,0.19080827,0.50320868,0.429389851,0.227734903,0.215804393,0.211859735,0.209784259
7086,0.257677744,0.315279011,0.265731474,0.230669402,0.214669057,0.21638296,0.210439152
7087,0.145410236,0.368210108,0.283688168,0.146890743,0.143046957,0.145097947,0.142418955
7088,0.185197718,0.562862006,0.291907366,0.196220768,0.198439051,0.196944522,0.212433406
7089,0.355712299,0.409925787,0.404518428,0.306503697,0.268814616,0.265686839,0.250533028
7090,0.059472114,0.202956942,0.151657948,0.128999555,0.174441736,0.140858812,0.144279057
7091,0.118404247,0.329518347,0.203196336,0.116038994,0.118835772,0.125599261,0.152642419
7092,0.14325413,0.766800833,0.167820118,0.155063598,0.157724286,0.155055764,0.155983943
7093,0.220280105,0.428901855,0.380342413,0.244640238,0.238873706,0.248714151,0.240682797
7094,0.1551996,0.464826182,0.365146793,0.1992812,0.164086098,0.163507521,0.16177235
7095,0.22610505,0.59575301,0.441626133,0.224594097,0.238775564,0.280509003,0.233503926
7096,0.118811985,0.547214778,0.241951888,0.150242263,0.144785062,0.149447679,0.153868663
7097,0.103428058,0.41581075,0.2327814,0.148500202,0.139533295,0.150501742,0.153775044
7098,0.174362377,0.4605982,0.280119645,0.16936063,0.173375305,0.174313332,0.167986381
7099,0.195791584,0.307242844,0.240056396,0.191032227,0.196164239,0.198556309,0.179291365
7100,0.116611097,0.409746521,0.439537447,0.149435165,0.126299028,0.126986141,0.146407945
7101,0.147179611,0.640001811,0.515113384,0.166179849,0.150244062,0.149885459,0.150363417
7102,0.180249964,0.500160266,0.446547545,0.165959255,0.158672415,0.163554233,0.155542593
7103,0.279877783,0.382741069,0.308998258,0.167846656,0.184453139,0.192878895,0.20477031
7104,0.35809491,0.43716775,0.381920414,0.222456057,0.184004226,0.143799671,0.139548905
7105,0.18802358,0.516526991,0.354999204,0.180820226,0.185327106,0.191408084,0.196092963
7106,0.162460541,0.355905828,0.202382959,0.196450324,0.167212184,0.161994703,0.18877448
7107,0.132941166,0.674512653,0.166807033,0.186065142,0.17472542,0.17272919,0.172376717
7108,0.177704617,0.513987632,0.292284373,0.17908273,0.192870549,0.205488388,0.21417861
7109,0.173047358,0.399331377,0.269930533,0.170627105,0.164222758,0.179246585,0.148802533
7110,0.18837995,0.406907805,0.278990059,0.180670284,0.178664957,0.185724378,0.189799812
7111,0.208309272,0.546499112,0.408140736,0.221386437,0.221272594,0.243443826,0.231625095
7112,0.112503336,0.115759869,0.117078133,0.11196215,0.111067451,0.115977702,0.127120716
7113,0.139017043,0.675572557,0.332523215,0.160210681,0.138548472,0.134305644,0.123512309
7114,0.166666256,0.375378417,0.4226394,0.214473728,0.168117379,0.17136062,0.159347872
7115,0.109525357,0.363213778,0.298902243,0.218593972,0.208150528,0.208930304,0.198020364
7116,0.39409081,0.160642584,0.180366307,0.273371348,0.162997134,0.159922818,0.182000106
7117,0.146159861,0.436144241,0.17023908,0.164751423,0.153890942,0.15678288,0.167754146
7118,0.385754939,0.433282143,0.262778949,0.240673858,0.20461376,0.208462402,0.209807119
7119,0.133145071,0.450027718,0.204024533,0.145946563,0.148370451,0.152645496,0.15417996
7120,0.211944248,0.441550012,0.271080656,0.218697344,0.207039198,0.208953473,0.209477294
7121,0.132128386,0.186890272,0.150033973,0.138377612,0.16521882,0.179997447,0.20088128
7123,0.14516576,0.451289767,0.479904215,0.190225603,0.166091239,0.174522998,0.198673323
7124,0.194886487,0.449426588,0.353386698,0.225177563,0.197032835,0.202380896,0.200787294
7125,0.37450956,0.469769822,0.389167926,0.236003941,0.165090071,0.167943584,0.174806805
7126,0.145893495,0.751140889,0.380875103,0.170335351,0.161808607,0.168056341,0.187592899
7127,0.140913057,0.731584671,0.178161933,0.157636742,0.145780297,0.14312922,0.157427532
7129,0.148074187,0.678442567,0.35005418,0.169737546,0.159408018,0.158739736,0.15630161
7130,0.131230471,0.145056394,0.129338717,0.146380823,0.134683867,0.139390869,0.141694864
7131,0.137152753,0.549276852,0.281597039,0.145037555,0.136766851,0.136435752,0.133740116
7132,0.11804868,0.309613185,0.234698957,0.163659412,0.161472961,0.16153502,0.15643088
7133,0.184824354,0.42435445,0.270093466,0.188228873,0.179369166,0.187660603,0.181724425
7134,0.232770861,0.282325601,0.176460047,0.175041696,0.180223294,0.176967871,0.199534954
7135,0.166646575,0.167374693,0.156500199,0.215783321,0.224026675,0.195768738,0.235382329
7136,-0.049110949,-0.0589356,0.188489197,0.163149505,0.201306311,0.211177022,0.222429516
7137,-0.030849423,-0.043163797,0.156252059,0.145351364,0.182010432,0.196843492,0.198776461
7138,0.344381543,0.357456136,0.190718162,0.191438074,0.169730387,0.172889852,0.183751609
7139,0.149375875,0.247992191,0.180014907,0.158043134,0.160108728,0.15709464,0.158193811
7140,0.160040246,0.781876261,0.419401352,0.163773667,0.159623835,0.16883085,0.186291945
7141,0.470591806,0.411066921,0.341259751,0.205096717,0.199107472,0.20255887,0.205805346
7142,0.140579313,0.5372066,0.140753069,0.152161806,0.195438121,0.210120305,0.193246299
7143,0.278321828,0.488010495,0.380712215,0.249461789,0.171769835,0.166340093,0.182537181
7144,0.381028495,0.448311659,0.39002358,0.240952447,0.200675874,0.147425106,0.139492623
7145,0.155329367,0.183486915,0.265192866,0.163753212,0.15082237,0.158288711,0.168276996
7146,0.148940013,0.157803023,0.156647256,0.153071961,0.173317032,0.21279644,0.231659972
7147,0.131777274,0.733038843,0.377114774,0.172931663,0.156765735,0.147109998,0.141930158
7148,0.184633337,0.387507172,0.166403311,0.149826208,0.147723959,0.147159979,0.153983402
7149,0.136604605,0.199105471,0.178840621,0.148775929,0.159840474,0.186806933,0.221623994
7150,0.17444272,0.414229271,0.160387366,0.18691545,0.142937261,0.14429882,0.162008147
7151,0.17327875,0.311254485,0.256862655,0.181967172,0.151718615,0.156462726,0.171023685
7152,0.188107899,0.350690036,0.319373174,0.229452258,0.206016751,0.203340973,0.192668127
7153,0.194241524,0.583318598,0.369707188,0.248194629,0.225389584,0.236818477,0.216538495
7154,0.397548085,0.388850093,0.353243598,0.238349239,0.198006813,0.154751237,0.148151918
7155,0.168328563,0.136296937,0.151256829,0.14887662,0.151304727,0.157689262,0.175744451
7156,0.368644041,0.390607283,0.27460115,0.251011896,0.215110212,0.218660902,0.216975421
7157,0.296787296,0.426941482,0.273303342,0.212094375,0.168029371,0.163435724,0.170587424
7158,0.202289202,0.453539822,0.180504929,0.256038193,0.241076505,0.252364821,0.263663619
7159,0.165961071,0.645478309,0.442705848,0.200186987,0.213967255,0.219148856,0.22262996
7160,0.404581872,0.345664873,0.326737061,0.255835179,0.245899726,0.187171727,0.184507778
7161,0.148007438,0.625752561,0.174920394,0.172293482,0.172735168,0.174567763,0.189843235
7162,0.380116348,0.179863699,0.182884335,0.190088509,0.161412173,0.166928457,0.186206908
7163,0.203401869,0.547514326,0.381444916,0.202550952,0.199062157,0.207196629,0.22089656
7164,0.135474433,0.477144916,0.245622743,0.147678957,0.143543213,0.142015664,0.136507566
7165,0.149654789,0.307861847,0.337919713,0.164966702,0.149970168,0.149573358,0.146087294
7166,0.14890673,0.173911584,0.155499534,0.143622024,0.146007934,0.15093383,0.158997186
7167,-0.006868986,0.22643026,0.273618239,0.193182587,0.190108977,0.195610666,0.205245989
7168,0.142040778,0.200059311,0.275237695,0.131395146,0.137424806,0.147025105,0.166908123
7169,0.110136183,0.195259899,0.146447084,0.10456122,0.107859976,0.117845475,0.151573491
7170,0.146671648,0.234831195,0.172419261,0.157744838,0.15995555,0.156965164,0.154364351
7171,0.16421434,0.556158853,0.268775292,0.172392632,0.173761978,0.190189815,0.196869762
7172,0.125031198,0.262511658,0.171143115,0.184951668,0.185610748,0.183313629,0.174401202
7173,0.156168706,0.462309115,0.260251421,0.149900814,0.144795685,0.14875728,0.144743242
7174,0.25319045,0.536174932,0.441027057,0.239168918,0.236804106,0.164078738,0.17076352
7175,0.135239247,0.313343784,0.29581264,0.277703354,0.252727951,0.253728474,0.254918856
7176,0.176991701,0.618184559,0.420639494,0.18068345,0.166207417,0.17486652,0.167273239
7177,0.185201367,0.579415012,0.46675286,0.17922766,0.176728845,0.186975144,0.185099055
7178,0.178753689,0.400080266,0.280347752,0.176717731,0.153976555,0.160701564,0.15640904
7179,0.353676852,0.391601227,0.377660073,0.196011286,0.148568225,0.123979127,0.118120064
7180,0.159725501,0.32055182,0.428324784,0.182478252,0.191205356,0.304577925,0.294224694
7181,-0.025650905,-0.03462463,0.184727042,0.206980326,0.25816448,0.264541965,0.256006395
7182,0.12922421,0.129588696,0.13836145,0.14595456,0.142654384,0.146062486,0.169328161
7183,0.166103263,0.592609056,0.152344024,0.162688007,0.163833187,0.167472038,0.163216264
7184,0.165138372,0.759247384,0.469708445,0.231315398,0.164509898,0.169962649,0.190889809
7185,0.198428119,0.458572918,0.424867037,0.187484063,0.198673777,0.205852902,0.210755711
7186,0.310597129,0.364329242,0.372371859,0.198056401,0.175221528,0.179649054,0.18770021
7187,0.144318849,0.764126188,0.551097983,0.166239255,0.160005218,0.165215388,0.175336401
7188,0.407613887,0.179278725,0.193689376,0.196423539,0.191304718,0.173889065,0.174348203
7189,0.380959321,0.454493302,0.433176729,0.476944231,0.176279157,0.189647488,0.206376808
7190,0.164606263,0.685038063,0.506994557,0.199431419,0.199695105,0.215562472,0.223267732
7191,0.150636415,0.181425342,0.162972452,0.152996215,0.156760309,0.156786109,0.173551615
7192,0.221522527,0.613826276,0.363574861,0.240332825,0.197497183,0.185797917,0.190303971
7193,0.145420293,0.797158793,0.159992385,0.161025713,0.153179513,0.155867534,0.183872574
7194,0.191948079,0.608228239,0.397272148,0.152044375,0.140602947,0.146326966,0.142027607
7195,0.401188877,0.319432556,0.295496528,0.227147294,0.174222878,0.176180268,0.172740237
7196,0.325851563,0.227598166,0.225663118,0.273839385,0.225487139,0.226107714,0.219348732
7197,0.115115266,0.207289109,0.137650092,0.130753236,0.113802032,0.110509852,0.112147038
7198,0.19540604,0.276064245,0.166140065,0.303831085,0.221758491,0.232547882,0.250486254
7199,0.14443562,0.171645084,0.197304611,0.396476929,0.164064852,0.17361642,0.179717298
7200,0.355028931,0.312960712,0.264116557,0.255719179,0.207112138,0.208744395,0.161293404
7201,0.323311644,0.305926681,0.291257979,0.276843085,0.217109226,0.215552808,0.213701256
7202,0.138501354,0.516760204,0.142767789,0.162231919,0.167139563,0.177590134,0.203054852
7203,0.352479506,0.326438596,0.367424938,0.28301394,0.257307783,0.257043092,0.24557958
7204,0.154892513,0.406596637,0.509005095,0.19342428,0.152177746,0.148530041,0.150638612
7205,0.134019972,0.61359633,0.396619335,0.17841656,0.1372119,0.136978737,0.149243152
7206,0.17523412,0.574195613,0.342375692,0.223261065,0.223832901,0.227546312,0.228922105
7207,0.36584488,0.202319697,0.224767522,0.155216717,0.167522944,0.162244827,0.212440727
7208,0.129231514,0.560328988,0.262785323,0.161525646,0.151039178,0.149636419,0.154931005
7209,0.169960681,0.271382496,0.327053063,0.228477443,0.186773981,0.188204588,0.207492491
7210,0.119769122,0.684185238,0.203063898,0.13916096,0.12708744,0.124193663,0.12392877
7211,0.15721795,0.535129758,0.256296999,0.156424605,0.150678047,0.157115025,0.164364511
7212,0.36451761,0.435239965,0.380575992,0.431805757,0.169200886,0.164967514,0.153607743
7213,0.196417133,0.407015953,0.266825574,0.209373913,0.19309839,0.201858976,0.19583852
7214,0.138375877,0.451571141,0.170333401,0.157335779,0.150003269,0.169541439,0.266327495
7215,0.139004709,0.562800967,0.179333185,0.14785383,0.145648234,0.162473859,0.268137613
7216,0.160842235,0.511465795,0.366792424,0.259489321,0.158902082,0.161280115,0.156584308
7217,0.341667001,0.409164848,0.363201507,0.221491512,0.186382352,0.147231236,0.14184483
7218,0.173204567,0.6528563,0.250093181,0.190930404,0.182178659,0.190634416,0.207897665
7219,0.151250023,0.169848401,0.157953816,0.156391042,0.172295114,0.201803895,0.230573041
7220,0.161113578,0.224658154,0.174245105,0.176491255,0.190645064,0.184621616,0.191128135
7221,0.140674756,0.785343202,0.148007768,0.16623746,0.163447631,0.165607864,0.197622346
7222,0.153876332,0.32264774,0.26196033,0.160323892,0.155852717,0.146587925,0.156547021
7223,0.348444622,0.466693293,0.446960987,0.245456608,0.159528128,0.158977383,0.164389901
7224,0.176499121,0.514355396,0.21845847,0.202264406,0.17317196,0.179938583,0.217307101
7225,0.142459098,0.685936481,0.214435501,0.149150525,0.140731406,0.144602986,0.142286646
7226,0.17572871,0.443851187,0.304868754,0.196409374,0.211331871,0.220859306,0.213322978
7227,0.340869219,0.312108138,0.27820338,0.272760083,0.213252869,0.211962198,0.20803942
7228,0.107153296,0.677873354,0.551370905,0.193386942,0.130082847,0.131460822,0.138856111
7229,0.207423302,0.174117045,0.181721847,0.176089141,0.158760863,0.13265393,0.140223054
7230,0.413112998,0.177376533,0.18461036,0.266543852,0.164631443,0.169382078,0.191608205
7231,0.142305131,0.611909455,0.412329949,0.195897487,0.162360392,0.167019675,0.161586572
7232,0.353652796,0.206251486,0.177829777,0.163968749,0.162035827,0.170269058,0.203317302
7233,0.180547986,0.226811059,0.305292664,0.247736064,0.197040971,0.201745165,0.223565429
7234,0.201326516,0.441544883,0.257382834,0.233407154,0.214037232,0.21662099,0.21415802
7235,0.115857166,0.249034398,0.18509953,0.13045093,0.131358593,0.139998389,0.16377864
7236,0.210160841,0.604483502,0.441063538,0.222603672,0.209086081,0.213574138,0.16837069
7237,0.171215319,0.425977164,0.328780201,0.151948073,0.151611029,0.148052659,0.147336483
7238,0.178902713,0.648303819,0.450876679,0.206130295,0.20973703,0.215857723,0.21704624
7239,0.173102743,0.655013193,0.478561026,0.195780536,0.175288166,0.16917283,0.169014648
7240,0.252347382,0.456815872,0.282042677,0.229314942,0.214144742,0.216898411,0.212273942
7241,0.096484893,0.135700618,0.123464859,0.107053436,0.104235229,0.107383642,0.119601878
7242,0.138599543,0.175418525,0.166543726,0.151360376,0.140914359,0.14095731,0.153370022
7243,0.409427343,0.232940712,0.362879445,0.159548709,0.231497842,0.168799204,0.195224458
7244,0.097358729,0.134507404,0.118698296,0.12768189,0.10236397,0.094701369,0.08815718
7245,0.116427746,0.255001788,0.18075436,0.114703961,0.120212583,0.129799548,0.156812951
7246,0.143925484,0.481482655,0.256704389,0.153517783,0.146752176,0.146754203,0.146406107
7247,0.193805305,0.287463195,0.256948212,0.155708264,0.148508259,0.153239224,0.148547614
7248,0.158611159,0.259741237,0.170225323,0.246027898,0.220556963,0.216854481,0.205095257
7249,0.15773393,0.230913402,0.303471047,0.194084634,0.178047638,0.180380942,0.19552832
7250,0.162398767,0.158604721,0.167056718,0.16744894,0.173448854,0.181884532,0.199227645
7251,0.130163482,0.667338097,0.155459822,0.142600644,0.127187942,0.1276706,0.133130565
7252,0.20250523,0.613842569,0.257827267,0.202183666,0.219109008,0.216476973,0.192507966
7253,0.180371498,0.201436095,0.200641805,0.200252051,0.193365335,0.191377457,0.197752966
7254,0.174481357,0.42053032,0.437672918,0.249881225,0.190814931,0.205757053,0.211387141
7255,0.184517297,0.523806499,0.37494654,0.174588035,0.177159435,0.183671036,0.192374444
7256,0.163300553,0.163680751,0.160726151,0.161924927,0.164917907,0.16956296,0.175838354
7257,0.16998324,0.702343246,0.407914733,0.160600537,0.148979582,0.153791427,0.182522053
7258,0.150902104,0.625799691,0.449520071,0.206179127,0.174393027,0.174856815,0.174620262
7259,0.169663909,0.13025276,0.140144227,0.250790177,0.131726838,0.12897224,0.122338293
7260,0.130772256,0.699476201,0.4776553,0.238580146,0.217145041,0.222833599,0.16766777
7261,0.184263013,0.581348004,0.364001446,0.212272786,0.200139182,0.203250142,0.215875155
7262,0.188587524,0.776221661,0.497962227,0.222836812,0.185232,0.251898133,0.234533522
7263,0.176551389,0.5054893,0.339172914,0.190861923,0.197507713,0.206395194,0.208202276
7264,0.437274084,0.296931922,0.283080797,0.31085702,0.221204644,0.218325046,0.215798536
7265,0.216110876,0.438734535,0.272777244,0.226126353,0.210560545,0.211121198,0.211364477
7266,0.186010862,0.655748749,0.145633995,0.266170384,0.148750539,0.15744235,0.178747118
7267,0.240702315,0.267446719,0.25613377,0.193844767,0.164504999,0.156689976,0.164179399
7268,0.339528266,0.371855426,0.226124685,0.166680046,0.154812561,0.15002599,0.156354033
7269,0.362869188,0.172211596,0.174823346,0.171326584,0.169124429,0.179484299,0.20658958
7270,0.209771145,0.206917442,0.222229973,0.231203846,0.204201685,0.20991315,0.245548658
7271,0.218915009,0.427711704,0.26477504,0.21308574,0.200648166,0.203794885,0.20522015
7272,0.410566708,0.345211799,0.287224437,0.275780121,0.218667858,0.218086277,0.219711606
7273,0.419275524,0.433587334,0.374557431,0.16379302,0.159842903,0.159173984,0.172930793
7274,0.179327079,0.727935662,0.449647626,0.199951013,0.200178102,0.210450992,0.206625516
7275,0.396628621,0.288863001,0.284628286,0.244297282,0.152938973,0.14744786,0.144702785
7276,0.139057745,0.131752524,0.122042535,0.133987626,0.134583321,0.13960529,0.178398603
7277,0.186026941,0.62417018,0.464996999,0.208775022,0.195783042,0.206524943,0.230154793
7278,0.219804012,0.682287659,0.433569142,0.230410718,0.220505182,0.218857338,0.248842413
7279,0.170603497,0.195090932,0.18993159,0.191941725,0.191935807,0.174193577,0.180297071
7280,0.179610633,0.360796585,0.215767742,0.180330412,0.188904413,0.195691182,0.19284304
7281,0.124009582,0.134986233,0.135193768,0.188177408,0.121189422,0.121521915,0.126945095
7282,0.135550182,0.535415144,0.264098234,0.133153558,0.136123398,0.136705972,0.134090475
7283,0.164797398,0.499806174,0.314618484,0.167988082,0.157397068,0.157426222,0.157899057
7284,0.140587746,0.666769468,0.40238675,0.171651426,0.157114364,0.165404229,0.169723741
7285,0.305608495,0.17618251,0.218223216,0.213886383,0.240630984,0.164778779,0.185872745
7286,0.161783161,0.472323738,0.273444838,0.145627863,0.135162817,0.135392143,0.148811444
7287,0.139507974,0.152503569,0.15275849,0.145919889,0.129879656,0.123920798,0.108993561
7288,0.188980654,0.525265213,0.351701417,0.194482965,0.187861083,0.190380641,0.18436066
7289,0.184094741,0.37300801,0.226262471,0.166082382,0.160467924,0.167167846,0.164943969
7290,0.15490454,0.656090739,0.402696188,0.156544503,0.155875911,0.166959826,0.162781985
7291,0.646482565,0.298069809,0.603553359,0.523995422,0.258554863,0.241055408,0.259469888
7292,0.262440402,0.439747845,0.357098458,0.26390752,0.224631578,0.223722292,0.224323419
7293,0.173242887,0.509157585,0.280559791,0.197805888,0.175954531,0.177619216,0.166674017
7294,0.168338011,0.600916332,0.374248994,0.154701246,0.1593686,0.178773159,0.171220456
7295,0.131319389,0.141945263,0.136979897,0.136074131,0.129551576,0.127264764,0.126470016
7296,0.172355176,0.584785623,0.178207253,0.159966876,0.139178204,0.137406007,0.131340749
7297,0.185090743,0.464096073,0.251332614,0.355558269,0.173586161,0.187117018,0.16672305
7298,0.20621207,0.461460836,0.374588574,0.161977941,0.170403296,0.175394366,0.194008403
7299,-0.014675741,-0.024188809,0.206605989,0.146711032,0.152513837,0.159853586,0.189844459
7300,0.420878322,0.15256286,0.18265141,0.166432728,0.163786372,0.167999055,0.181898666
7301,0.132218933,0.107833113,0.11712614,0.12793175,0.127759032,0.135796471,0.196316894
7302,0.139413532,0.664872342,0.187790914,0.169984248,0.157827045,0.159246156,0.173926362
7303,0.178832788,0.611616639,0.197374825,0.166150222,0.157673129,0.161441131,0.181629445
7304,0.168698121,0.383063934,0.291020274,0.160805562,0.168986216,0.179951997,0.21498958
7305,0.18455627,0.574986556,0.498114699,0.174578379,0.162626861,0.167854076,0.159412679
7306,0.117194711,0.710694471,0.216177635,0.131458877,0.118711164,0.12029274,0.097364801
7307,0.375399141,0.384615127,0.182366119,0.147133999,0.151535425,0.160479208,0.172267898
7308,0.143276243,0.546237274,0.156444545,0.221473768,0.142258917,0.144462652,0.155667805
7309,0.177628924,0.50334249,0.346986509,0.185021804,0.193504258,0.203903471,0.207640823
7310,0.123884292,0.117217194,0.130100301,0.124084287,0.120331557,0.142622653,0.143525759
7311,0.335744277,0.377316616,0.228057264,0.190310787,0.155268349,0.149437941,0.156068042
7312,0.202168804,0.274624826,0.304229467,0.14928813,0.163144093,0.178597624,0.201617496
7313,0.140122039,0.161060476,0.162453899,0.150931826,0.149824948,0.156575326,0.190410175
7314,0.147714571,0.753821636,0.169438284,0.167482664,0.166314597,0.16696907,0.181992076
7315,0.123413631,0.185095326,0.145774312,0.126917559,0.126099159,0.139102752,0.157036729
7316,0.168391145,0.598941499,0.383169834,0.209093594,0.177437991,0.174493117,0.174731785
7317,0.134210581,0.275971313,0.190562485,0.148950005,0.138646472,0.140525796,0.145633969
7318,0.151510166,0.510838238,0.299020706,0.146140124,0.142077902,0.141431331,0.138666724
7319,0.156505932,0.254317463,0.30037636,0.17244271,0.154608393,0.15576463,0.159175679
7320,0.141211693,0.114751276,0.115805504,0.125035079,0.118585685,0.11828128,0.124539531
7321,0.121511174,0.604865589,0.31819352,0.131553401,0.130588601,0.138267925,0.150881296
7322,0.159675963,0.430602203,0.276402298,0.168788921,0.167045016,0.167845748,0.161111747
7323,0.172649297,0.607574514,0.428073047,0.193693582,0.195084117,0.199894641,0.207387466
7324,0.279962406,0.511193446,0.520965353,0.388154984,0.266690799,0.279796374,0.264327906
7325,0.11585144,0.319002181,0.162207547,0.152866865,0.124638951,0.124173838,0.122420685
7326,0.163647879,0.633854016,0.389285277,0.162310907,0.150739571,0.162181497,0.165563612
7327,0.156517642,0.424785329,0.325410465,0.165054727,0.156282664,0.159251991,0.157234194
7328,0.195973503,0.426224834,0.310638511,0.175388574,0.173518635,0.189466401,0.188176602
7329,0.122746511,0.131187591,0.13499996,0.135084788,0.13521559,0.142299728,0.142438813
7330,0.368869385,0.435459131,0.415741333,0.178283915,0.153833921,0.16002535,0.154931759
7331,0.226409257,0.166733559,0.152951709,0.163829328,0.155704869,0.154590135,0.156202142
