fid,ndmi_1,ndmi_2,ndmi_3,ndmi_4,ndmi_5,ndmi_6,ndmi_7
2013,-0.017861102,-0.073224535,-0.084291188,0.074907902,0.010981445,-0.005668993,-0.004779992
2014,0.141025484,-0.131322482,-0.120103115,0.257542664,0.271818815,0.220972594,0.127746826
2015,0.0155223,-0.135617807,-0.120215166,0.023032278,0.07091112,0.005558278,0.005420168
2016,0.104291706,0.001267479,0.0560198,-0.012859081,0.210665336,0.132066405,0.087772045
2017,0.034371204,-0.115764893,-0.109180695,0.04666734,0.086935286,0.0846206,0.028308872
2018,0.094527535,-0.092883064,-0.003717948,0.088904959,0.110371357,0.109477144,0.073374953
2019,-0.034262234,-0.00709759,-0.045595034,-0.029798892,-0.00435916,-0.026685129,-0.038956626
2020,0.071555613,-0.122551937,-0.107666404,0.145203836,0.222283243,0.201457181,0.135792613
2021,0.117788667,-0.104368146,-0.107600824,0.194487937,0.215667021,0.144981491,0.084653192
2022,0.028510346,-0.071345501,-0.048319583,0.013885793,0.027136767,0.017238499,0.051965189
2023,0.135758114,-0.11753795,-0.106017833,0.211638423,0.214998265,0.184051446,0.10911975
2024,-0.011709657,0.069340477,0.019186509,0.056716403,0.065180663,-0.000601431,-0.000619103
2025,0.0592816,-0.057482267,-0.072768534,0.180006707,0.121673402,0.099529433,0.073383792
2026,0.056419002,-0.019235301,-0.008826522,0.206639269,0.208324733,0.090475048,0.079513641
2027,0.023889077,-0.036077184,-0.032494777,0.180828877,0.167631043,0.099165725,-0.006718643
2028,-0.021208419,0.057851981,-0.07369384,0.023037187,0.037865921,-0.027825246,-0.015545787
2029,0.097276339,-0.077074589,-0.055319798,0.223563155,0.214025458,0.163776394,0.122285992
2030,0.129337904,-0.138830612,-0.142667312,0.164393708,0.246545282,0.215658744,0.155325491
2031,-0.013475934,-0.046063578,-0.072943329,-0.016112032,-0.008757783,-0.025365086,-0.020840174
2032,0.10106217,-0.096036552,-0.031336233,0.1319793,0.125319691,0.121008054,0.088303172
2033,-0.02405357,-0.064186565,-0.058447585,-0.037275266,-0.016866339,0.063573751,-0.008791936
2034,0.007038669,0.158983817,0.150855187,0.007508288,0.087459924,0.064653431,0.027671916
2035,-0.088031458,-0.059093036,-0.024995844,-0.060954896,-0.047111294,-0.052349152,-0.056136259
2036,-0.069924101,-0.001563725,-0.053247389,-0.026832872,-0.004141512,-0.009086496,-0.052370377
2037,0.139817059,-0.142852462,-0.126950281,0.131986184,0.242961816,0.232286381,0.136290849
2038,0.034203665,-0.016470807,-0.096164972,0.105987973,0.121397644,0.046305893,0.015659201
2039,0.127455176,-0.106385931,-0.088486253,0.120620649,0.225151446,0.200566641,0.137741642
2040,0.110383077,-0.074422747,-0.025973636,0.062367326,0.129892034,0.120708698,0.117955169
2041,-0.043759231,-0.065941893,-0.030714438,-0.046534629,-0.047492399,-0.011004139,-0.003944918
2042,0.151754457,-0.10283631,-0.124196137,0.172846961,0.271936089,0.23663505,0.201204866
2043,0.019579085,-0.088029757,-0.079505543,0.02841603,0.023327123,-0.004420861,-0.0000779
2044,0.119575065,-0.089742269,-0.072420707,0.165738186,0.220661942,0.174329518,0.124010087
2045,0.00104614,-0.060595885,-0.088719603,-0.000347358,-0.000199966,0.013165744,0.005507897
2046,0.134346295,-0.141192418,-0.120249032,0.129656523,0.238627512,0.222767948,0.13914796
2047,0.099602571,-0.153795119,-0.124849625,0.054054792,0.230253472,0.19864623,0.135370208
2048,0.091058512,-0.119114837,-0.131500416,0.068345235,0.136769406,0.125719079,0.075855392
2049,0.046673216,-0.12413132,-0.136714242,0.069326099,0.05640296,0.041785155,0.011138271
2050,0.17693411,-0.137270326,-0.124684187,0.171538781,0.302490717,0.252254831,0.170888393
2051,0.131512024,-0.080573783,-0.08292868,0.12558611,0.17725674,0.136148382,0.105024011
2052,0.031654195,0.019152951,-0.081093174,0.154051412,0.137731945,0.071926895,0.036847228
2053,0.116526448,-0.089172963,-0.062674712,0.155742859,0.245118544,0.164722841,0.098670733
2054,0.045796944,-0.10890077,-0.085938458,0.193264226,0.199155663,0.152543685,0.019595238
2055,0.004886608,-0.089147084,-0.090714558,-0.092963936,-0.074377333,-0.067998252,-0.061017485
2056,-0.009102439,0.209673697,-0.068157704,-0.048312574,-0.050040078,0.024562148,-0.013487803
2057,0.143001437,-0.144636306,-0.125020958,0.116830916,0.24759117,0.204122717,0.113953407
2058,-0.028770056,-0.077568551,-0.08401706,0.060737892,0.060641838,-0.004770545,-0.01334383
2059,0.012147522,-0.038460742,-0.064920467,-0.013092273,0.019847984,0.000666613,0.02916312
2060,0.084020737,-0.123262649,-0.137425855,0.062101559,0.069784819,0.076294032,0.072781654
2061,0.108089492,-0.126536119,-0.081144153,0.191111375,0.143613251,0.141095241,0.11794534
2062,0.107027876,-0.082685143,-0.113941226,0.103784241,0.245387052,0.222061364,0.167403541
2063,0.109049029,-0.077911249,-0.038357422,0.176062594,0.148342936,0.134973162,0.117652533
2064,0.077052997,-0.141662227,-0.118523199,0.12380614,0.19568204,0.151682819,0.088246575
2065,0.095774905,-0.034654376,-0.107022993,0.067800616,0.195351924,0.205273168,0.166934837
2066,0.047949187,0.102554448,-0.068264273,0.091938578,0.037271464,0.03921084,0.029734463
2067,0.021565626,-0.111022628,-0.097608161,0.083044162,0.081351505,0.019923396,-0.036587086
2068,0.101828848,-0.089960663,-0.063173074,0.222746473,0.156004671,0.120032545,0.076139881
2069,-0.055042362,-0.070972991,-0.126223818,0.081538304,0.049291546,-0.015482971,-0.02383696
2070,-0.022284212,-0.078959628,-0.059174107,-0.014729456,0.017501979,0.02599347,-0.009517207
2071,-0.043651977,-0.054552098,-0.073360478,0.086075895,0.057004779,0.027615171,0.014762914
2072,-0.012658141,0.079652802,0.083578681,-0.002749216,0.013042604,-0.004915243,0.014204865
2073,0.104275834,-0.103086626,-0.073302359,0.140687254,0.23212074,0.171446576,0.1057913
2074,0.133007843,-0.111136753,-0.029047848,0.160687186,0.220999869,0.19413604,0.136823641
2075,0.022435394,-0.10856616,-0.101160346,0.000441059,0.098703105,0.099919515,0.02967964
2076,0.148070245,-0.127250789,-0.111436464,0.20490503,0.251897449,0.206790563,0.117434668
2077,0.103261064,-0.134102875,-0.116481229,-0.061278568,0.001686529,0.124281787,0.030726821
2078,0.013841619,0.133164766,-0.061385609,0.023785758,0.024820528,0.002252892,0.03845197
2079,0.109077237,-0.133843391,-0.139395613,0.16375911,0.166742504,0.165117951,0.087009737
2080,0.005031642,-0.040503418,-0.047241983,0.119096236,0.089585247,0.088297809,0.036359031
2081,-0.072673049,-0.01579061,-0.072691718,-0.058122521,0.000352991,0.104830361,0.107639645
2082,-0.024300157,0.014954723,0.002774923,-0.025663925,-0.017637708,0.0428763,-0.02282735
2083,0.039999408,-0.125836399,-0.106347849,0.129545996,0.118776684,0.123572412,0.065277947
2084,0.137197595,-0.062239873,-0.001037945,0.138276506,0.226018315,0.192303222,0.156631304
2085,-0.004129715,0.075684638,-0.042580868,0.024216165,0.09336706,0.008279693,0.021532048
2086,-0.030427949,-0.032650796,-0.080278966,0.037985579,0.1650572,0.145098785,0.124980859
2087,0.115827953,-0.135395502,-0.111304853,0.162071384,0.204615771,0.150367816,0.077393819
2088,0.116968966,-0.090968144,-0.043268301,0.208059495,0.255688002,0.166462489,0.102600816
2089,0.031961412,-0.114499406,-0.100458112,0.09053555,0.071625077,0.02354557,0.044317887
2090,-0.035495008,0.206692032,-0.061516026,-0.029405871,-0.005509688,-0.036947289,-0.028904887
2091,-0.036173641,0.098577519,0.022262533,-0.095985581,-0.085126082,-0.079911243,-0.060207207
2092,-0.02023187,0.010121379,0.001752303,-0.012669874,-0.002639738,0.041029152,-0.02160659
2093,0.061841808,-0.077082592,-0.116698653,0.173187256,0.148774743,0.128189161,0.054133846
2094,0.125437841,-0.069548467,-0.017551807,0.053138714,0.114110455,0.129105031,0.103196995
2095,-0.042201741,0.106352568,-0.04339242,0.038638673,0.041180955,0.028200027,-0.000592286
2096,0.092778257,-0.087520646,-0.068105824,0.029743077,0.207186957,0.188380535,0.14011433
2097,0.007484753,0.197041347,0.116042814,0.013019588,0.050270462,0.033304226,0.019972561
2098,-0.028631277,-0.097583218,-0.079963232,0.022763512,0.109958328,-0.033187692,-0.041723151
2099,0.119283352,-0.132717063,-0.110828244,0.172633537,0.247316613,0.192720474,0.133240571
2100,0.028801646,-0.130615338,-0.108795333,0.164041971,0.156284071,0.123262326,0.051704785
2101,0.048992659,-0.104446279,-0.070178344,0.037463997,-0.012892578,0.051803847,0.031991467
2102,0.136776157,-0.119963367,-0.087065293,0.156738609,0.169291202,0.154399786,0.134133064
2103,-0.015153645,-0.05947043,-0.108256786,0.098490634,0.082361895,0.040052268,0.015820778
2104,0.078774497,-0.128903986,-0.099836014,0.175460635,0.206515792,0.165943993,0.097158562
2105,0.047626631,0.001389073,0.074958454,0.123538293,0.114996564,0.095144488,0.055566575
2106,0.140863459,-0.060895326,-0.041151264,0.171154547,0.21268195,0.192414168,0.122840219
2107,0.04238378,-0.053658298,-0.035600012,0.198825876,0.210352128,0.103056541,0.087031446
2108,0.163594768,-0.119555476,-0.107257138,0.16698898,0.296194301,0.263395686,0.191623766
2109,0.128202494,-0.14312877,-0.12681638,0.034281934,0.230729616,0.212691858,0.126435494
2110,0.10217792,-0.128444785,-0.098959299,0.197263328,0.231343943,0.200981763,0.122295013
2111,0.12588284,-0.144979331,-0.114006457,0.111518151,0.172443239,0.168573114,0.115604829
2112,0.112790497,-0.074853883,-0.088228369,0.120285025,0.195335853,0.17715338,0.133136747
2113,0.064584444,0.040292607,0.055570511,-0.019350042,0.142579714,0.079243007,0.033331198
2114,-0.007818325,0.079662853,-0.056923545,0.026584484,0.002215947,-0.019838953,0.000929979
2115,-0.041257674,0.016277586,0.014368581,-0.042209209,-0.037884046,-0.03480765,-0.032129519
2116,0.076070652,-0.128485565,-0.113850471,0.123487886,0.228853786,0.146254401,0.073169163
2117,0.106239956,-0.032317358,-0.040807887,0.076847822,0.214029025,0.194240725,0.108005898
2118,0.011694504,-0.083530828,-0.080667037,0.075615151,0.058028687,0.030901726,0.050734372
2119,0.096776338,-0.146017757,-0.123067112,0.142371754,0.255993555,0.194843009,0.099252157
2120,0.134893013,-0.049138196,-0.01128107,0.145708084,0.211492516,0.202755953,0.148696768
2121,0.041079048,-0.062532211,-0.044291905,0.187299788,0.20291197,0.099718819,0.081036567
2122,0.068248044,-0.128550373,-0.113810506,0.156549069,0.214241468,0.174998205,0.098606988
2123,-0.05100274,-0.018140734,-0.095271612,0.113406149,0.067332684,0.015126131,-0.03550673
2124,0.131931649,-0.136865219,-0.125028876,0.173105472,0.282878626,0.235029375,0.164062726
2125,-0.067271058,-0.112576851,-0.114724709,-0.084471932,0.184071489,0.19503635,0.1481297
2126,-0.021304725,-0.073092973,-0.098303691,-0.002585332,0.170764819,-0.00125061,0.06537412
2127,0.045603789,0.015243696,-0.093696016,-0.011586383,0.055362928,0.037922631,0.055899947
2128,-0.074533534,-0.01586612,-0.079956702,-0.062279695,0.005141634,0.122073428,0.123662216
2129,-0.05695929,0.114454275,0.000223285,-0.04766356,0.005254142,-0.028750247,-0.047581204
2130,0.064090531,-0.090376955,-0.068643878,0.104957114,0.10762664,0.090583796,0.090582966
2131,-0.020739757,-0.065746654,-0.084060623,-0.005387747,0.003009934,-0.030219437,-0.012603203
2132,0.118394786,-0.058668744,-0.065832322,0.189748392,0.234178136,0.197522206,0.143420498
2133,0.133094633,-0.142244702,-0.115324735,0.208577078,0.219599365,0.182731593,0.111139689
2134,-0.02952436,-0.150292263,-0.128730005,0.142497884,0.054694966,-0.024706279,-0.02634413
2135,0.118290483,-0.0881494,-0.041954204,0.218545859,0.260284927,0.173376812,0.107961026
2136,0.067376053,-0.090053584,-0.100615954,0.070272927,0.174830089,0.125320028,0.112684015
2137,0.000709466,-0.028918236,-0.023646221,0.030475036,0.007058872,-0.008909246,-0.006784501
2138,0.010039109,-0.012308068,-0.017302465,0.049093553,0.042581243,0.008026566,0.005636983
2139,0.050642086,-0.012309534,-0.033166832,0.054504632,0.090318796,0.072015709,0.052529371
2140,0.095429871,0.045581868,-0.098441561,0.040461754,0.102922528,0.113216915,0.059100136
2141,-0.030131903,-0.054449736,-0.092937789,0.07829874,0.082870541,-0.015133031,-0.01198173
2142,-0.016132226,-0.064978342,-0.078590223,0.096863965,0.098765967,-0.000588348,-0.00642539
2143,0.027930682,-0.095181922,-0.083912449,0.109081801,0.113898357,0.103778816,0.071342827
2144,0.02683805,-0.012358292,-0.086852598,0.071252491,0.123623599,0.118110579,0.025615136
2145,0.137290139,-0.115888642,-0.077435906,-0.106409733,0.020145862,0.115449465,0.12907282
2146,-0.010194655,0.0868429,-0.054798694,0.029166216,0.111173481,0.023018929,0.025305079
2147,0.172964292,-0.080313201,-0.100636355,0.17416856,0.281544932,0.174285218,0.120311327
2148,-0.009755814,-0.078641375,-0.070915657,0.050842784,0.012418798,0.026608056,-0.007990499
2149,0.163983215,-0.082855294,-0.10210585,0.195046821,0.232465991,0.206234198,0.137496309
2150,-0.030399743,-0.144857568,-0.14421432,-0.071924494,0.200409154,0.214377392,0.155662051
2151,0.114729342,-0.135784723,-0.116828838,0.147215452,0.218227486,0.194232389,0.126255698
2152,-0.024813839,0.13307568,-0.037566246,-0.020957155,0.111804513,-0.008694858,0.000514364
2153,0.10417772,-0.113452547,-0.083883063,0.122989574,0.216571047,0.164479583,0.108559207
2154,0.089497304,-0.074218659,-0.020849818,0.196599221,0.191855863,0.157321124,0.070929526
2155,0.009309959,-0.08451564,-0.059599819,0.113354926,0.134908368,0.035308473,0.034127898
2156,0.014319566,-0.078715173,-0.068277184,0.095935849,0.012662019,-0.009172144,0.011096694
2157,-0.013000404,-0.07223706,-0.070291447,0.059709797,0.064366656,-0.004345517,-0.007695975
2158,0.000345473,-0.137369559,-0.123331672,0.026095472,0.065313486,0.001959412,-0.001826919
2159,0.030338703,-0.096899599,-0.087277108,0.119051712,0.120506892,0.118049773,0.079882075
2160,0.128371884,-0.113882011,-0.080903716,0.081313652,0.131700566,0.135084177,0.100105546
2161,-0.03398121,0.009079634,0.008963348,-0.023289047,-0.019443979,-0.028337631,-0.025773667
2162,-0.061702922,0.199463252,0.13667336,-0.023421479,-0.006788696,0.018818101,0.023191827
2163,0.080203221,-0.100351591,-0.062825583,0.008053437,0.077905233,0.084458794,0.042482359
2164,0.128080262,-0.119527766,-0.12029348,0.220587474,0.252755217,0.189345364,0.091543129
2165,0.136992096,-0.113483529,-0.092456954,0.16887512,0.255496496,0.225406068,0.176538944
2166,0.120231887,-0.094000771,-0.082443641,0.026017134,0.064998612,0.080749053,0.094901124
2167,0.115751044,-0.141300193,-0.123734726,0.210133932,0.25407735,0.169691087,0.089286529
2168,0.007793528,-0.090997319,-0.102676513,0.073431883,0.144807581,0.094154819,0.025999221
2169,-0.013692582,0.096383489,-0.072658155,-0.01589381,0.109551385,-0.024216012,-0.009850209
2170,0.054219628,-0.10703583,-0.110287365,0.123327122,0.050686294,0.048187344,0.049360699
2171,0.029947053,-0.14797965,-0.123285793,0.119456406,0.216539639,0.12249162,0.032324132
2172,0.019661684,0.054020482,-0.101601247,0.116621551,0.048918395,0.043611592,0.027533802
2173,0.078759138,-0.115283664,-0.126316635,0.085118744,0.11139215,0.100545065,0.076129191
2174,0.131729069,-0.063287869,-0.008793164,0.046870066,0.219734835,0.197794769,0.120053229
2175,0.104863304,-0.14000436,-0.120697053,0.116511205,0.246217709,0.189525032,0.106520052
2176,0.148256897,-0.081679805,-0.015306911,0.209260816,0.244484948,0.17202747,0.089461355
2177,0.098002146,0.018913387,-0.090736962,0.11748127,0.174314174,0.158291683,0.125037105
2178,0.146573438,-0.134557871,-0.108272279,0.164162717,0.255548366,0.226217055,0.15494676
2179,0.007764003,-0.007799291,-0.012646227,0.093072058,0.107466891,0.011433258,0.027704609
2180,-0.005625652,0.18634893,-0.07048955,0.071567778,0.008912704,-0.008828336,-0.003070301
2181,-0.019634295,0.108284585,-0.064338116,0.004869394,0.015751354,-0.010905607,-0.005243479
2182,-0.026755382,0.024399296,-0.079042179,0.003114542,-0.025078998,-0.012447426,-0.024043211
2183,0.036062731,-0.048125574,-0.098298024,0.067410256,0.134096767,0.063609538,0.022971914
2184,-0.032837348,0.088651378,-0.069687272,-0.03458823,-0.014150979,-0.022659829,-0.024877516
2185,0.110646936,-0.005242609,-0.087392583,0.181200882,0.190804143,0.153986285,0.100820665
2186,-0.022873535,-0.097527679,-0.066304288,0.015692382,0.086667134,0.023053346,0.029492787
2187,0.142754612,-0.055244038,-0.039817631,0.171848507,0.215167895,0.193454746,0.118784371
2188,0.125938616,-0.100558974,-0.067308969,0.188059629,0.210024098,0.137413798,0.09430846
2189,0.136340165,-0.045688011,-0.048019224,0.14522188,0.236601596,0.200080692,0.122974831
2190,0.132286158,-0.125404571,-0.126503575,0.178865018,0.207180488,0.16963082,0.120187159
2191,0.11432961,-0.053603638,-0.062730268,0.180230964,0.218188903,0.18692966,0.141238455
2192,0.024945394,0.053317855,0.051597482,0.053496603,0.17119783,-0.002756163,0.017857547
2193,0.12126377,-0.083156323,-0.086166144,0.125136301,0.148538045,0.123938433,0.102236108
2194,-0.030024807,0.117374552,-0.070121795,-0.053621661,-0.053802121,-0.005498386,-0.024716447
2195,-0.053971497,-0.040653118,-0.087566135,0.040327311,0.099507595,0.048933025,0.008019951
2196,0.00250462,-0.096719869,-0.067053341,0.143891064,0.17524001,0.044277264,0.036585664
2197,-0.026868109,0.051979686,0.027430989,-0.026550997,-0.026747748,0.006016699,-0.019493575
2198,0.006776302,0.199348525,-0.060350958,0.064322611,0.006453907,-0.003218629,0.011962232
2199,-0.048465274,0.105631568,-0.041462379,0.039610736,0.050666155,0.034827352,0.007734863
2200,0.021784287,0.003423375,-0.062401045,-0.021634229,0.019533648,0.000323697,0.03138264
2201,-0.03371687,-0.094728262,-0.116598412,0.010573719,0.04885642,0.060703232,-0.026773461
2202,0.125119196,-0.106717383,-0.10712724,0.201965495,0.225079753,0.158388276,0.073826337
2203,-0.028155111,-0.065025999,-0.08916161,0.030713754,0.061212207,-0.022703463,-0.017758513
2204,0.16455266,-0.121862436,-0.105563314,0.197598678,0.244060809,0.219042778,0.147584576
2205,0.190665088,-0.140150059,-0.127787475,-0.019634616,0.007715944,0.035579346,0.075379032
2206,-0.009016146,-0.072144629,-0.086245935,-0.008157275,0.004114837,-0.020444209,0.001716507
2207,0.041629041,-0.140741556,-0.116329727,0.112826532,0.205158533,0.139246195,0.092314699
2208,0.094429771,-0.074851005,-0.060858663,0.225228077,0.209742762,0.177307645,0.133754072
2209,-0.028249553,0.04201624,-0.08186469,-0.015628944,0.045495179,-0.026896699,-0.020589177
2210,0.056150703,-0.043903085,-0.103216833,0.105752107,0.086925413,0.055923107,0.028795085
2211,0.018760788,-0.072821167,-0.094669605,0.035608948,0.094991434,0.074730457,0.077970485
2212,0.119114202,-0.082581373,-0.043404921,0.214254543,0.251717393,0.169518926,0.112187064
2213,0.028249398,-0.015112545,-0.029255751,0.060734526,0.046169646,0.016905282,0.021001121
2214,-0.007905299,0.007083942,-0.065865554,0.052726111,0.005274892,0.006942161,0.018040564
2215,0.117242569,-0.076978324,-0.066177476,0.144408304,0.179740498,0.159585888,0.118748164
2216,-0.032940785,0.203831166,-0.071156775,0.087213177,0.11992879,0.002590374,-0.030721127
2217,-0.021556795,-0.037521556,-0.023656464,-0.051367195,-0.019479445,-0.006096275,-0.012796652
2218,0.010376894,-0.123156607,-0.131109524,0.19708954,0.131963152,0.073105051,0.051843109
2219,0.081311405,-0.079512274,-0.102471379,0.182795255,0.172981779,0.145532744,0.067452913
2220,0.038936687,-0.106588243,-0.072061546,0.061796361,0.148873966,0.132214748,0.048908123
2221,-0.017822162,-0.119542114,-0.113688043,0.120243712,0.113452494,-0.0134973,0.011856032
2222,0.137123078,-0.138058513,-0.113514087,0.201004037,0.252522741,0.194435244,0.095286443
2223,0.11728167,-0.125092252,-0.132650429,0.177481656,0.179582068,0.170577811,0.086650324
2224,0.099898179,-0.022837311,0.03659212,0.137586497,0.25599837,0.191215161,0.105134613
2225,0.149340509,-0.128503985,-0.113153321,0.215582473,0.255557431,0.219603987,0.138371166
2226,0.138124498,-0.120313957,-0.078811241,0.244512973,0.273348504,0.171656921,0.074749951
2227,-0.005393113,0.164499399,-0.038268592,0.011341964,0.138134671,0.012552729,0.026179112
2228,0.110509398,0.0377639,0.039955428,0.098609654,0.187029387,0.178905267,0.13586702
2229,0.022889799,-0.077550785,-0.035575353,0.174714333,0.156964358,0.093813658,-0.000596232
2230,0.070925947,-0.116322193,-0.061777039,0.125022291,0.143734375,0.1186377,0.076591121
2231,0.076448897,-0.083552232,-0.089202465,0.065721371,0.095160273,0.120510484,0.096767756
2232,-0.010685103,-0.095811392,-0.067630803,0.209690915,0.137300169,0.033870958,0.001197968
2233,0.116657944,-0.099481042,-0.044160836,0.229135175,0.231853793,0.16708431,0.100560565
2234,-0.011576758,-0.036630353,-0.08186269,0.068428996,0.042346075,0.048041732,0.036237418
2235,-0.013956213,-0.078110492,-0.073330159,0.0637407,0.018501305,-0.00555633,-0.012145256
2236,0.053834194,-0.006277437,-0.084924001,0.123518851,0.118942354,0.127065594,0.063959582
2237,-0.027126721,-0.021189686,-0.093063755,0.124507006,0.160411119,0.016030398,-0.000348351
2238,-0.050998877,-0.085575008,-0.030776603,-0.027613396,-0.015030423,-0.03228306,-0.047958473
2239,0.022304308,0.228788015,0.059336254,-0.037928805,0.107881358,0.102253233,0.044340788
2240,0.109931369,-0.097644701,-0.0794947,0.133345028,0.163702341,0.15089601,0.132398276
2241,0.120124231,-0.126069554,-0.092865005,0.190537175,0.127968865,0.121985508,0.100686161
2242,-0.030812426,0.162856512,0.039218533,-0.041429804,-0.039368327,-0.04479872,-0.034457191
2243,0.089455507,-0.072949047,-0.08600323,0.169246144,0.183609226,0.141844279,0.075235618
2244,0.127769716,-0.051477483,-0.041169827,0.16073201,0.204603734,0.183487013,0.116586624
2245,0.058291361,-0.153014036,-0.128028171,0.136455038,0.268163567,0.237667896,0.165286195
2246,0.102181804,-0.148386374,-0.12151173,0.183105191,0.225351579,0.194440729,0.119656318
2247,-0.021304413,0.098187555,-0.072588432,-0.028379802,-0.022811916,-0.019458994,-0.022401406
2248,0.126557049,-0.142342848,-0.143870269,0.229138155,0.266358847,0.222377049,0.151942598
2249,0.109205385,-0.139820458,-0.119152486,-0.001284811,0.242979403,0.213460768,0.165264831
2250,-0.027988532,-0.008486259,-0.084254694,-0.022267375,-0.042979435,-0.046343094,-0.026732404
2251,-0.09399344,-0.085177988,-0.050555925,-0.078186365,-0.050090503,0.007367653,-0.054727048
2252,0.104825727,-0.080639235,0.002829336,0.054228446,0.128126771,0.120985649,0.083214811
2253,0.002796514,-0.145829205,-0.130261937,-0.033822898,0.226687032,0.204008003,0.140385021
2254,-0.021163775,0.016406405,-0.068601342,-0.015653,-0.023493123,-0.031554789,-0.029657039
2255,0.039487967,-0.134924516,-0.108568787,0.010682842,0.045842141,0.064365803,0.018633538
2256,0.183340193,-0.119273959,-0.139126862,0.135011233,0.294602893,0.228732851,0.166081602
2257,0.061949627,-0.130183806,-0.110428534,0.186235666,0.146561238,0.111313861,0.079984415
2258,0.102036833,-0.071436051,-0.082704889,0.126942436,0.23906297,0.151820927,0.121589026
2259,0.09730081,-0.138653,-0.141966915,0.213770837,0.161680178,0.162416327,0.102796378
2260,0.141391988,-0.071226155,-0.051769216,0.134055984,0.24286155,0.215213009,0.135085722
2261,-0.008059386,-0.018171795,-0.103242361,0.091807312,0.081981503,0.033332189,0.010748635
2262,0.13345074,-0.108731975,-0.113096155,0.197252089,0.259611901,0.213147733,0.145053963
2263,0.102684654,-0.090126655,-0.020070009,0.206071103,0.257655072,0.141278445,0.090258068
2264,0.069360717,-0.135398875,-0.111891181,0.143587184,0.177987508,0.158510636,0.101916914
2265,-0.120612406,-0.112461078,-0.095809389,-0.111881763,0.034856873,0.143232552,0.104346886
2266,-0.056142369,0.003502234,-0.047078567,0.015531761,0.004345434,-0.065832126,-0.020045575
2267,0.129382342,-0.141846094,-0.126314899,0.134834954,0.268436681,0.202017255,0.103259758
2268,-0.02044487,0.088456634,-0.069600392,-0.02658604,-0.030190804,-0.000416408,-0.007976349
2269,0.082925514,-0.024480175,-0.086262385,0.040601865,0.131438878,0.143363669,0.107074611
2270,-0.017047458,0.044491258,0.077095435,0.004212148,0.140165366,0.012805146,-0.002251729
2271,0.010108733,-0.095377405,-0.068154694,0.168834309,0.152712623,0.160951896,0.104632034
2272,-0.031284166,0.002837249,-0.023381133,0.042565726,-0.017769352,-0.005909289,-0.01546874
2273,0.130949752,-0.140855941,-0.121418159,0.144902668,0.240402826,0.182085422,0.13182729
2274,-0.009122347,0.008188332,-0.086878009,0.014960474,0.031883938,-0.003549738,-0.008649007
2275,0.135760948,-0.09655715,-0.067947467,0.142687413,0.215534261,0.19282934,0.122431764
2276,0.189344439,-0.114017575,-0.126445619,0.20786237,0.291093717,0.239758012,0.167529845
2277,-0.049566914,-0.130702949,-0.118412751,0.006191599,-0.015393771,-0.01551349,-0.028657602
2278,0.085205155,-0.106528738,-0.081351761,0.171961014,0.184357372,0.17731524,0.081481619
2279,0.137857032,-0.13560126,-0.118618488,0.10215544,0.105054087,0.079290852,0.050521104
2280,-0.020298201,-0.046181907,-0.078275639,-0.010490512,-0.008832451,-0.02234132,-0.025174299
2281,0.159195152,-0.077613361,-0.07317348,0.142985436,0.222760312,0.192854364,0.141984424
2282,0.052911905,-0.103085063,-0.036037762,0.024553432,0.098983282,0.107724999,0.062762428
2283,-0.032669202,0.100405058,-0.075626753,-0.026381634,0.005829037,-0.030574569,-0.025644828
2284,-0.067738162,-0.03429975,-0.020393544,-0.074830574,-0.065337873,-0.06204143,-0.049704433
2285,-0.001875362,-0.078319675,-0.068428122,0.056537036,0.04540815,0.006463327,0.009739167
2286,0.000796143,-0.003425547,-0.062813994,-0.001219434,0.021019867,0.014793937,0.016283581
2287,-0.032096461,0.039675333,-0.04091897,-0.019692198,-0.018531008,0.008827347,-0.028102919
2288,-0.016258189,-0.070189746,-0.048922455,0.050699194,0.042807723,0.027363401,0.020169263
2289,0.091761073,-0.106803323,-0.128384658,0.055069021,0.088036349,0.108261763,0.092708063
2290,0.018805396,-0.053529639,-0.035379764,0.044887337,0.056068045,0.025859037,0.018372938
2291,0.065738054,-0.123894819,-0.111702544,0.16440334,0.186282365,0.153511471,0.099221087
2292,0.053641201,-0.001043492,0.020278665,-0.101514961,-0.087078293,-0.09622579,-0.088039891
2293,0.175841937,-0.118592438,-0.108766542,-0.103192799,-0.071479566,-0.069313227,-0.081955579
2294,-0.114962983,-0.127986744,-0.10679306,-0.123148729,0.032617478,0.159743953,0.123819995
2295,0.027621073,0.019743627,-0.075104836,0.067985206,0.073548879,0.074137925,0.016949408
2296,0.130205901,-0.093331956,-0.084281124,0.157795589,0.233304267,0.184436297,0.12469129
2297,0.154281347,-0.130624643,-0.113557476,0.200131021,0.238106357,0.210973337,0.133731001
2298,0.014767439,0.05465891,-0.01072282,0.116019067,0.093625892,0.026636923,0.059525833
2299,0.023961619,-0.125531082,-0.106514188,0.014803362,0.043874934,0.063052037,0.065667084
2300,0.01481673,-0.136490811,-0.117991801,0.041004229,0.167833309,0.151559112,0.097932233
2301,0.069319558,-0.003660521,-0.063483895,0.070281787,0.176668483,0.106727463,0.079247005
2302,0.137313761,-0.121121315,-0.123630811,0.178530586,0.198702461,0.17567569,0.105865806
2303,0.135300878,-0.11722481,-0.11846974,0.188997788,0.213172159,0.180015187,0.117449447
