fid,ndvi_1,ndvi_2,ndvi_3,ndvi_4,ndvi_5,ndvi_6,ndvi_7
5038,0.125314367,0.176779332,0.201192132,0.158094104,0.128266536,0.132123678,0.137888933
5039,0.161060053,0.31127929,0.201732965,0.134837362,0.118657088,0.129122902,0.135198304
5040,0.132024468,0.362015137,0.283722804,0.155403561,0.134304052,0.143430847,0.145831138
5041,0.136708574,0.386842786,0.28395296,0.163544685,0.152758502,0.154631124,0.164222478
5042,0.09200599,0.153793499,0.11722998,0.10233172,0.09657653,0.100871104,0.119214026
5043,0.132227246,0.13093977,0.117168694,0.163368585,0.1270736,0.135744288,0.141298252
5044,0.092220104,0.130493777,0.093896305,0.075829425,0.077813814,0.088478652,0.113004573
5045,0.101613075,0.134821405,0.098861827,0.142578013,0.105084527,0.112819777,0.127284528
5046,0.187569512,0.133166256,0.121257846,0.095496028,0.098614652,0.105648169,0.107621515
5047,0.235108073,0.308069646,0.328006678,0.169803047,0.167632465,0.162576421,0.15072951
5048,0.111552601,0.295396137,0.228369045,0.10628932,0.112154183,0.124595542,0.129251271
5049,0.169212639,0.327306688,0.29954963,0.146835881,0.152729873,0.161635488,0.15647184
5050,0.14991249,0.231019552,0.26681396,0.165283735,0.136152301,0.140703981,0.128561935
5051,0.107356491,0.180106798,0.114009976,0.096260696,0.101690321,0.112386481,0.118859057
5052,0.109887411,0.408372832,0.338571134,0.136665652,0.101666219,0.102200561,0.104994881
5053,0.163992515,0.123888875,0.149378601,0.239244412,0.23653012,0.231466271,0.200922313
5054,0.149961652,0.408708555,0.306903608,0.135696687,0.141922476,0.151034518,0.129869562
5055,0.296763609,0.162092753,0.134454717,0.111239295,0.106314085,0.114286353,0.119690554
5056,0.193001204,0.255804282,0.228871983,0.128034025,0.106910023,0.111867762,0.127504801
5057,0.096032497,0.084021371,0.092107416,0.098310971,0.096108068,0.103909183,0.11910768
5058,0.110917914,0.515057846,0.347854791,0.125006167,0.105020013,0.109646646,0.112658565
5059,0.098398353,0.097451692,0.112048855,0.092590179,0.090957126,0.098282795,0.109845637
5060,0.107584812,0.313572811,0.268336926,0.137209071,0.116245074,0.12789806,0.142994578
5061,0.112795557,0.09133357,0.096867877,0.116008494,0.136857404,0.169559947,0.170790309
5062,0.262338929,0.121928225,0.132510736,0.119038723,0.111829504,0.124626178,0.135219407
5063,0.101368175,0.339231417,0.129451257,0.120594228,0.120695336,0.119453074,0.122713366
5064,0.149283208,0.250638162,0.2113341,0.125345045,0.128257247,0.134984932,0.139882558
5065,0.130246125,0.331495027,0.215648377,0.136284182,0.139133087,0.149803502,0.153283535
5066,0.126628174,0.315039287,0.203175866,0.123106919,0.126522956,0.137896934,0.143616141
5067,0.136057682,0.359534803,0.247851309,0.170142215,0.103941771,0.111681551,0.118579948
5068,0.13508021,0.286449498,0.320140997,0.145798179,0.122221345,0.124319097,0.140179349
5069,0.115745558,0.388989096,0.323682249,0.125494543,0.113443629,0.110693541,0.101362168
5070,0.166567545,0.240533515,0.117349795,0.128564852,0.122336416,0.128393476,0.116734173
5071,0.271896836,0.164688857,0.18001448,0.407851276,0.12632632,0.110209806,0.11284814
5072,0.131473529,0.255896942,0.205207015,0.120309547,0.121438406,0.10444256,0.109330887
5073,0.144605674,0.322425074,0.251032717,0.129651865,0.126533288,0.133112387,0.139949878
5074,0.200488291,0.124865443,0.124017897,0.276491157,0.107031733,0.11404057,0.118977539
5075,0.204114616,0.123154021,0.125798535,0.163050238,0.128068554,0.133046524,0.147665589
5076,0.261104643,0.103028906,0.096581982,0.096856719,0.082229929,0.085827862,0.101529708
5077,0.110850232,0.368054713,0.200449399,0.124238324,0.115632617,0.128286985,0.13962061
5078,0.213505105,0.090652018,0.090958203,0.095952692,0.101040946,0.103545207,0.115767405
5079,0.099033208,0.370829176,0.282841043,0.124236142,0.143403169,0.099360137,0.102918016
5080,0.119082057,0.390691377,0.329946583,0.122989716,0.124897945,0.130038087,0.151276097
5081,0.126495015,0.138962608,0.153085881,0.122788903,0.106326151,0.113196605,0.136062768
5082,0.115536366,0.103507713,0.096717234,0.123251785,0.117036461,0.124673733,0.120642752
5083,0.095097208,0.115246533,0.118239709,0.20544004,0.125047967,0.133916044,0.140946189
5084,0.150179161,0.218795569,0.167568208,0.193842798,0.141080046,0.147676268,0.144921572
5085,0.218901056,0.215020303,0.226284899,0.183977018,0.229951708,0.26069342,0.217143334
5086,0.139138964,0.165296723,0.095579563,0.086285131,0.084126794,0.088658353,0.100095779
5087,0.211340344,0.163080982,0.147659489,0.365973845,0.305004783,0.271207776,0.220166513
5088,0.11087355,0.337463441,0.194577886,0.136600129,0.118182761,0.13492179,0.147351148
5089,0.104457467,0.444616566,0.251799068,0.107052821,0.097125753,0.098946832,0.115794056
5090,0.185423308,0.229880033,0.194996991,0.100782155,0.097220326,0.104327778,0.106615993
5091,0.154859639,0.391657923,0.354235687,0.189543375,0.179869177,0.180654148,0.166681318
5092,0.141741621,0.105597187,0.10614703,0.092804037,0.083012702,0.084479718,0.072996391
5093,0.126790543,0.400775628,0.115941621,0.262506495,0.210622652,0.186678348,0.18785632
5094,0.114931847,0.309419234,0.223558404,0.108127724,0.115528236,0.125921613,0.127064552
5095,0.161925729,0.259129277,0.196607786,0.21250185,0.179936267,0.174388994,0.170018253
5096,0.119218439,0.336518044,0.293903491,0.148619581,0.15861387,0.163969942,0.168507287
5097,0.24225683,0.268744328,0.257194964,0.109199265,0.102627073,0.111209105,0.120447673
5098,0.099575629,0.448708329,0.128858527,0.103303392,0.098655833,0.104687591,0.112933271
5099,0.101454117,0.1052197,0.117287827,0.131911891,0.147607371,0.169909553,0.176202581
5100,0.135704192,0.165224021,0.144550851,0.158835317,0.165606462,0.165032809,0.164444102
5101,0.15869217,0.144844058,0.171418076,0.16893352,0.153218133,0.150165752,0.162379285
5102,0.10079505,0.271853432,0.260506672,0.124388091,0.103663075,0.10677775,0.102095231
5103,0.128543109,0.353057086,0.147447726,0.249730054,0.122037898,0.122890107,0.121491326
5104,0.112870889,0.360588377,0.338774219,0.148800015,0.158744064,0.165760849,0.160798584
5105,0.194071598,0.253893651,0.140687297,0.075596369,0.081882191,0.086348386,0.087406658
5106,0.105711765,0.212164849,0.147836069,0.115157066,0.123934326,0.136752699,0.13590697
5107,0.102121417,0.152265236,0.267918502,0.104645354,0.103632797,0.115763802,0.127211673
5108,0.109539858,0.17453682,0.141956235,0.15651482,0.135219877,0.135120226,0.132371927
5109,0.087794848,0.127247993,0.099938474,0.093286147,0.098734618,0.109851366,0.114972346
5110,0.185990689,0.133623705,0.141050653,0.187786822,0.126450955,0.136314342,0.137199659
5111,0.209101155,0.255018872,0.229481439,0.184023538,0.148641146,0.145603019,0.141789826
5112,0.125523497,0.354830071,0.303589477,0.141946025,0.138667999,0.142177994,0.139329018
5113,0.122398297,0.171087872,0.106721228,0.112803116,0.124786034,0.130073002,0.122327054
5114,0.193415731,0.094523058,0.108134514,0.092344397,0.092672687,0.111254036,0.113198738
5115,0.068391205,0.203836015,0.146934255,0.079654844,0.075049578,0.076265813,0.081545287
5116,0.13840744,0.335764134,0.259213116,0.147007997,0.143865047,0.156703352,0.157552355
5117,0.134576114,0.27127132,0.236613865,0.158197795,0.153456611,0.156613697,0.153432894
5118,0.093934728,0.173768346,0.13043408,0.110295771,0.101576807,0.109512161,0.114501089
5119,0.1046587,0.484731036,0.125287198,0.112218092,0.106298606,0.112236689,0.121025124
5120,0.227182437,0.160516066,0.176178845,0.104996459,0.111767555,0.118833996,0.119311421
5121,0.099856738,0.117258878,0.114535845,0.095004689,0.10151192,0.111828899,0.121468547
5122,0.133126532,0.418246543,0.25606801,0.131797118,0.140681112,0.151183793,0.139541868
5123,0.132091862,0.303122781,0.275185738,0.137403689,0.140550811,0.148136113,0.150502218
5124,0.11547165,0.367940584,0.151725112,0.116781128,0.11765204,0.116860069,0.123004718
5125,0.120895887,0.214336642,0.189478087,0.139998896,0.140458055,0.145684594,0.146278645
5126,0.085193075,0.405852181,0.1967528,0.083036899,0.064828881,0.084928598,0.102871445
5127,0.110957753,0.150049479,0.164998203,0.086343227,0.081315532,0.085609061,0.087915461
5128,0.119564842,0.37620682,0.122863877,0.147598974,0.228378122,0.208132452,0.141060681
5129,0.168027871,0.115427232,0.148975756,0.100229623,0.098159608,0.109280087,0.116595598
5130,0.267708792,0.127653003,0.1246598,0.150230661,0.137000132,0.135488566,0.14527732
5131,0.125019645,0.164313263,0.127020538,0.132287056,0.117218686,0.124979546,0.132871011
5132,0.075751655,0.06956983,0.113015095,0.085623808,0.097631391,0.11280414,0.139263455
5133,0.138423935,0.144362501,0.166583318,0.140931341,0.15247574,0.138189635,0.147594983
5134,0.111299783,0.132900348,0.122714065,0.113587795,0.115146748,0.120860898,0.136357991
5135,0.223265669,0.126958417,0.138592685,0.275692839,0.144560006,0.149655148,0.142978164
5136,0.116265289,0.098591777,0.10912559,0.091644579,0.089681962,0.093244296,0.105042258
5137,0.25028072,0.164580396,0.154491347,0.114319904,0.106108957,0.107195674,0.124354477
5138,0.124616393,0.275371085,0.242569559,0.132974011,0.11950932,0.125040574,0.142866361
5139,0.118181103,0.284605278,0.226803157,0.14707356,0.101142247,0.109512965,0.114123808
5140,0.222298064,0.27199932,0.231535245,0.113976229,0.115362895,0.112442336,0.121434027
5141,0.099985355,0.150740594,0.132806859,0.104374663,0.104439355,0.11213972,0.131029061
5142,0.0925754,0.087855837,0.088140201,0.169107978,0.147821733,0.163319743,0.153005853
5143,0.105607279,0.350459589,0.284288915,0.129488406,0.102966239,0.106276496,0.112576029
5144,0.100948012,0.287095584,0.298284248,0.163329873,0.124164317,0.119059312,0.122773671
5145,0.09436745,0.281076632,0.23658114,0.09432935,0.102551109,0.095732064,0.103424864
5146,0.101700355,0.43604266,0.117197122,0.209821635,0.102207206,0.110781082,0.123022861
5147,0.137338869,0.221589138,0.201200149,0.113589732,0.118603387,0.11932933,0.125577417
5148,0.11983012,0.120042508,0.097674894,0.086217954,0.11067577,0.112466339,0.113973567
5149,0.129448439,0.13968799,0.152309859,0.165250106,0.123119167,0.12163723,0.124543932
5150,0.240176996,0.305321126,0.282745445,0.141139728,0.110529164,0.114348604,0.132397152
5151,0.131797024,0.160528635,0.125761247,0.213053803,0.177600384,0.177377383,0.171356373
5152,0.110057756,0.413871489,0.144398819,0.125331504,0.120818863,0.1278588,0.133979673
5153,0.130818442,0.200821735,0.185388435,0.168762315,0.153244986,0.155914842,0.150964919
5154,0.104798915,0.202814357,0.149277973,0.118144899,0.113451497,0.117518572,0.126655063
5155,0.102604302,0.189215274,0.138694853,0.104096801,0.104671831,0.110999225,0.116940608
5156,0.187755189,0.281694177,0.285274616,0.191725642,0.086318289,0.093681926,0.104138134
5157,0.117677972,0.093861102,0.098762725,0.116537207,0.176398608,0.142970029,0.145933215
5158,0.113753881,0.406457583,0.114956472,0.154670529,0.141288961,0.137416591,0.140236267
5159,0.248485535,0.117768323,0.155376302,0.349926009,0.162061597,0.176346827,0.171119019
5160,0.119990564,0.229823932,0.152528971,0.151891895,0.111874914,0.118226097,0.120921687
5161,0.109669287,0.356878743,0.230730408,0.133201785,0.129415642,0.134333108,0.143206194
5162,0.114788146,0.146810347,0.235155819,0.103801799,0.103128906,0.116288145,0.131698257
5163,0.08895416,0.408595719,0.100385166,0.146598659,0.108421405,0.107421285,0.107151784
5164,0.2027822,0.245132147,0.226844017,0.256774247,0.122623301,0.129730427,0.134136547
5165,0.250967342,0.152207758,0.171421529,0.379443781,0.1322658,0.139726408,0.146424998
5166,0.096415943,0.360979652,0.243085801,0.107805127,0.106581599,0.106935233,0.105533801
5167,0.184922733,0.135965463,0.14421337,0.102925612,0.099080342,0.104875859,0.108272738
5168,0.117986031,0.398671915,0.299004284,0.133180561,0.128587075,0.133903308,0.147350633
5169,0.093936569,0.505430614,0.255655103,0.122976195,0.102652448,0.104928135,0.119933271
5170,0.090290679,0.129056128,0.103969254,0.109902541,0.096616937,0.090171655,0.105492995
5171,0.165587762,0.286022107,0.276566847,0.182973024,0.166892154,0.170708992,0.215063954
5172,0.189962531,0.217749408,0.171058846,0.147498228,0.136486726,0.141379166,0.140711414
5173,0.09437029,0.252561679,0.106107682,0.099064432,0.109961911,0.11272049,0.113281665
5174,0.09969382,0.146639628,0.134129297,0.110164095,0.115640345,0.126835982,0.137972296
5175,0.107639446,0.172118179,0.189745016,0.132901487,0.151207996,0.146182449,0.133395969
5176,0.126022825,0.094624422,0.115213811,0.121645886,0.10762087,0.113800775,0.133233242
5177,0.128878717,0.172025278,0.17160387,0.105959583,0.10931902,0.112336883,0.131963788
5178,0.099091253,0.433784918,0.263364372,0.127491347,0.114882954,0.120039876,0.160688474
5179,0.111612063,0.219140138,0.157186606,0.108365404,0.101548473,0.109637187,0.125784695
5180,0.227306173,0.279673057,0.277232485,0.106135328,0.095321319,0.096176749,0.096214755
5181,0.134381078,0.274832314,0.266618337,0.166936874,0.153082862,0.152226323,0.147801323
5182,0.141518826,0.22989379,0.296447814,0.196264699,0.142470176,0.154179175,0.155340745
5183,0.107297301,0.198665888,0.213687083,0.126868639,0.141801826,0.144217734,0.137624716
5184,0.112810313,0.320586616,0.365122878,0.127321356,0.132712048,0.129516668,0.130612285
5185,0.116810823,0.143550154,0.137255414,0.103836399,0.110557409,0.122981043,0.141993808
5186,0.108203579,0.17016677,0.143758039,0.101254272,0.102199046,0.109067575,0.115697334
5187,0.131700332,0.297135551,0.25342575,0.145064161,0.144216242,0.150113663,0.146831987
5188,0.114223483,0.101483274,0.112403096,0.108729198,0.111441928,0.125099769,0.126745621
5189,0.123152167,0.294107636,0.282580481,0.152340192,0.149206018,0.155693432,0.153920269
5190,0.144630092,0.079138534,0.091948487,0.097722297,0.109267527,0.123861123,0.125763237
5191,0.098802609,0.119688173,0.10393406,0.097032586,0.101770066,0.106712012,0.105168267
5192,0.275398419,0.340728142,0.320278666,0.08780587,0.08073416,0.083303632,0.078161187
5193,0.155956953,0.356067082,0.291721037,0.198639637,0.179813559,0.179622373,0.152340775
5194,0.246001781,0.122539111,0.120356003,0.144442445,0.138796777,0.137584816,0.14519338
5195,0.118258982,0.331528022,0.253594211,0.143491182,0.128770613,0.139067239,0.141723158
5196,0.128143604,0.365668881,0.25940666,0.143289561,0.126847152,0.127501422,0.13432656
5197,0.139753673,0.417122066,0.280040872,0.124679692,0.124117757,0.130905397,0.132572418
5198,0.177864226,0.305572403,0.272395122,0.15860372,0.179209421,0.256984066,0.219206143
5199,0.126771045,0.424472329,0.271617907,0.14743844,0.143428839,0.152146895,0.161828124
5200,0.124442312,0.335218483,0.275559246,0.127705764,0.135609764,0.150499777,0.146669166
5201,0.134207447,0.363522561,0.104741449,0.118305971,0.122688834,0.121525647,0.11750201
5202,0.157971916,0.184380832,0.154879751,0.104434589,0.10294999,0.107504456,0.116936061
5203,0.102734127,0.101029458,0.115832052,0.099401693,0.111472988,0.11880042,0.139447414
5204,0.118167622,0.444981828,0.346723792,0.157226859,0.131816006,0.131404591,0.132865632
5205,0.081657731,0.095631232,0.115970645,0.089690827,0.0906764,0.100351932,0.113987888
5206,0.097105401,0.096695234,0.098110157,0.093824761,0.109695554,0.102094628,0.105394526
5207,0.10385336,0.220669745,0.104355918,0.107711922,0.102762415,0.108517884,0.116593202
5208,0.241241753,0.11658902,0.099945372,0.144764224,0.111659185,0.105348898,0.110137437
5209,0.097012758,0.430664639,0.317098173,0.138093896,0.109427601,0.110154238,0.112841246
5210,0.11317939,0.316392455,0.221690792,0.116365058,0.109107602,0.109111382,0.088326289
5211,0.163857373,0.383681663,0.26633742,0.18543502,0.170649899,0.17063451,0.176772795
5212,0.081465433,0.479203277,0.244823267,0.106571223,0.096817775,0.103825917,0.106375092
5213,0.124541776,0.198527546,0.212437756,0.128512897,0.124462373,0.136901335,0.140296126
5214,0.142836509,0.371169827,0.23119942,0.127244984,0.123150542,0.128735183,0.124802922
5215,0.153121148,0.335140485,0.172314408,0.155211955,0.15542689,0.157696923,0.159513076
5216,0.102625157,0.385266757,0.231738129,0.126949995,0.100248495,0.107310331,0.117567878
5217,0.10564769,0.271147442,0.18272162,0.11621396,0.109953189,0.116598056,0.137367317
5218,0.12876669,0.418814829,0.144680591,0.101517432,0.100746915,0.108692172,0.120185905
5219,0.102941977,0.140676165,0.150514266,0.102135581,0.112130448,0.106004708,0.102618231
5220,0.124256359,0.223413885,0.205352782,0.139571681,0.12569238,0.130847081,0.131906815
5221,0.115746601,0.356801327,0.309811309,0.129180587,0.137167705,0.143858801,0.143706294
5222,0.097968951,0.45009841,0.112807662,0.104330952,0.110582792,0.120483271,0.133311905
5223,0.121197256,0.435960031,0.130691352,0.191122808,0.111362811,0.112753641,0.110172149
5224,0.108823712,0.094734969,0.109521019,0.121249009,0.111906433,0.11136309,0.107728386
5225,0.097200787,0.100830918,0.082299691,0.0972644,0.101228034,0.117641757,0.121194506
5226,0.141104455,0.435033359,0.344126616,0.135583452,0.138814602,0.146227508,0.145981367
5227,0.109315359,0.429732197,0.328910215,0.109294618,0.11548314,0.123063003,0.122555785
5228,0.104189725,0.132786644,0.137636705,0.112676563,0.105776762,0.106424774,0.099070567
5229,0.185806727,0.142130192,0.1362799,0.18544785,0.211920454,0.193766512,0.206407754
5230,0.103837883,0.326883874,0.251984761,0.118200949,0.112195037,0.115643446,0.117207326
5231,0.193307504,0.270494216,0.234304912,0.142366543,0.133293583,0.137514328,0.139796056
5232,0.132300379,0.350549848,0.292953623,0.178828372,0.165427866,0.167157849,0.153812075
5233,0.129511617,0.401772235,0.213560109,0.135301785,0.13126115,0.132805733,0.135315044
5234,0.106216202,0.118829273,0.129259321,0.121511331,0.109103555,0.116281081,0.125945125
5235,0.114996983,0.243029535,0.174826549,0.143125099,0.157960935,0.175478598,0.182862704
5236,0.141682383,0.302617728,0.258447216,0.130931982,0.125962588,0.129560174,0.145512296
5237,0.148412441,0.151301237,0.209668247,0.207728984,0.153822024,0.161623144,0.147270763
5238,0.147686279,0.134813694,0.121295215,0.111504602,0.116890562,0.117238336,0.109301405
5239,0.116181573,0.229882863,0.269981693,0.133158619,0.138716382,0.138403208,0.129868128
5240,0.094896626,0.150571987,0.122597998,0.100174295,0.097824813,0.105742743,0.114930278
5241,0.109630017,0.21536944,0.176171671,0.124373903,0.111859311,0.130530339,0.13404072
5242,0.170713622,0.200488791,0.174627132,0.142583324,0.132673707,0.132176042,0.140297894
5243,0.193406927,0.258463612,0.13829779,0.125150185,0.156911729,0.152379466,0.172929009
5244,0.131170173,0.169987673,0.114550284,0.238517827,0.127876847,0.13456251,0.149561456
5245,0.164024429,0.278174841,0.199065394,0.164820809,0.16726269,0.147541079,0.15064464
5246,0.107336699,0.176465288,0.299978601,0.113739528,0.110541097,0.116176912,0.120545629
5247,0.117028267,0.273065425,0.272091292,0.141295866,0.129986354,0.134286446,0.123139721
5248,0.273166123,0.10690897,0.096664604,0.101755855,0.100376484,0.104444175,0.118555105
5249,0.136466549,0.340485475,0.213389072,0.149522577,0.127686781,0.133580133,0.14399884
5250,0.090406044,0.096378259,0.094896051,0.080658328,0.091966761,0.099332012,0.109248697
5251,0.170711506,0.112905517,0.117641267,0.095697924,0.09564927,0.109954699,0.12190411
5252,0.117149937,0.223431137,0.181717444,0.132102077,0.137643632,0.144084813,0.151247001
5253,0.126280134,0.473974576,0.440992478,0.127014532,0.129342155,0.136245164,0.137856862
5254,0.128653887,0.362047935,0.260347454,0.128431247,0.122157421,0.129641615,0.132343129
5255,0.321500127,0.39493891,0.190869641,0.108033031,0.114465519,0.121006076,0.098136862
5256,0.125968085,0.296036718,0.25741844,0.147795381,0.139638722,0.141607298,0.137261109
5257,0.083553821,0.111825368,0.161079998,0.091316298,0.141858391,0.172162665,0.110340212
5258,0.110502674,0.486943273,0.315877832,0.150439748,0.146099382,0.159697221,0.182415089
5259,0.112053697,0.0981698,0.112382845,0.261007159,0.100258823,0.102705374,0.116019416
5260,0.086847457,0.164998494,0.108662086,0.108961726,0.104870836,0.112936706,0.120302633
5261,0.21154689,0.090850645,0.111732229,0.095075747,0.094734551,0.109422414,0.115608426
5262,0.225053983,0.140172677,0.137893581,0.114016229,0.113130687,0.119595426,0.126289575
5263,0.109949915,0.168082785,0.180802482,0.108614014,0.101821726,0.108476676,0.119227585
5264,0.174513487,0.117147276,0.113668301,0.101448295,0.117671524,0.11769291,0.135422032
5265,0.101074383,0.430909293,0.319829196,0.153957072,0.122105114,0.118046013,0.107227809
5266,0.12854754,0.205298015,0.114050486,0.179992095,0.122111335,0.128012768,0.135284856
5267,0.122118659,0.329785702,0.274308447,0.137375415,0.14659192,0.155012057,0.140612095
5268,0.217230424,0.084107498,0.090275379,0.10117867,0.101350179,0.104632082,0.119256788
5269,0.143446323,0.377329852,0.320818014,0.145236802,0.104894298,0.105584663,0.106132235
5270,0.277547212,0.103347135,0.104119648,0.13768301,0.113191144,0.123851999,0.116200819
5271,0.123158323,0.3988841,0.333386399,0.127530497,0.125340194,0.129306367,0.135583854
5272,0.103303805,0.112430269,0.10375005,0.104644417,0.102002232,0.108455154,0.125833997
5273,0.128395389,0.269157824,0.261780468,0.141025957,0.142844084,0.146508547,0.156685011
5274,0.120250613,0.342760104,0.329372647,0.136858391,0.128473214,0.126554068,0.135068198
5275,0.110463174,0.186265008,0.14157244,0.125564444,0.121174105,0.122191484,0.145622805
5276,0.117120912,0.119429097,0.099853477,0.113062871,0.125180786,0.140382817,0.151454954
5277,0.147712934,0.143449764,0.111036335,0.125983846,0.149680758,0.153022895,0.173126229
5278,0.154299029,0.367959678,0.123504391,0.139503696,0.148555017,0.139532733,0.132469282
5279,0.103153613,0.100630917,0.101291733,0.102602614,0.103973613,0.111225779,0.112646788
5280,0.098655022,0.091475342,0.097790434,0.09601586,0.105750224,0.11740408,0.136624331
5281,0.09588493,0.123325683,0.114533133,0.0929934,0.110190828,0.117750373,0.124612589
5282,0.138041747,0.241692583,0.209242601,0.109586951,0.117080303,0.125413221,0.136253679
5283,0.087420867,0.157405665,0.121257853,0.094603137,0.091896644,0.098016677,0.109671057
5284,0.106022709,0.096039053,0.105063681,0.104100324,0.109347348,0.144445219,0.109302137
5285,0.140927749,0.393231686,0.233741377,0.164158951,0.118445224,0.130139807,0.136414075
5286,0.146778643,0.445732854,0.298856945,0.148337344,0.136854887,0.147740602,0.158081162
5287,0.136114376,0.38475343,0.291121581,0.134311693,0.147537751,0.150337318,0.149375789
5288,0.111863059,0.163686246,0.158356115,0.115751325,0.104501644,0.105652126,0.143536422
5289,0.237303669,0.168744594,0.150434764,0.122765927,0.103777543,0.094659405,0.092475655
5290,0.145476115,0.31812549,0.204303306,0.122864711,0.12804171,0.13818802,0.142738512
5291,0.115759413,0.341137303,0.27088246,0.133752285,0.12632636,0.133836013,0.135908024
5292,0.131321752,0.22268005,0.208998658,0.186403315,0.116233217,0.116213416,0.121669979
5293,0.097719763,0.154080353,0.092875361,0.247801372,0.096837357,0.111936921,0.121787179
5294,0.121405634,0.321825935,0.215906662,0.133306741,0.101267286,0.1080439,0.105934893
5295,0.098612759,0.102659487,0.084659947,0.095682885,0.103753161,0.1257006,0.126775155
5296,0.170324905,0.261925395,0.149452682,0.286731606,0.270733247,0.297680637,0.235033648
5297,0.132940619,0.340540501,0.303948137,0.142295395,0.15587326,0.162674005,0.16097672
5298,0.104336535,0.406308137,0.314378131,0.105063361,0.099610359,0.104129235,0.108129594
5299,0.221624457,0.191025229,0.1760618,0.21448943,0.171708585,0.173831109,0.167930517
5300,0.129664318,0.107396769,0.148091995,0.220749972,0.121654758,0.124319922,0.125377505
5301,0.102500735,0.180234489,0.112421476,0.103340571,0.100853107,0.112820391,0.117091467
5302,0.120150675,0.18153155,0.104292384,0.121989905,0.158134675,0.175947576,0.179381924
5303,0.129665976,0.342777188,0.243500988,0.127576879,0.123247907,0.128095467,0.134372703
5304,0.12768637,0.210125308,0.124570307,0.099853662,0.098674591,0.091844408,0.102293203
5305,0.306828523,0.121468231,0.191895653,0.103567599,0.113792865,0.119342521,0.122063452
5306,0.081647132,0.084939246,0.085626196,0.081136391,0.087935882,0.090636618,0.101950733
5307,0.158523599,0.322861371,0.284609094,0.165138195,0.154625683,0.160706601,0.152533673
5308,0.13305043,0.390073783,0.191125541,0.193091257,0.13987992,0.150232539,0.152731959
5309,0.279879817,0.317098989,0.285256718,0.150857652,0.130375121,0.139694287,0.141236833
5310,0.095829051,0.107661123,0.115379433,0.110077852,0.095638536,0.097756586,0.10514604
5311,0.108981015,0.332294063,0.219912997,0.117600135,0.116910469,0.124564661,0.132288628
5312,0.137079492,0.155609554,0.146301037,0.121409709,0.124577434,0.132979463,0.137619146
5313,0.274176642,0.075397584,0.112134053,0.116406231,0.110378233,0.20103393,0.129696284
5314,0.138913831,0.361669897,0.119603881,0.106577122,0.101751152,0.102637638,0.110940595
5315,0.12592653,0.197088503,0.243277489,0.15188509,0.159359845,0.173544879,0.172077203
5316,0.108892834,0.119625871,0.103031465,0.126933547,0.137398904,0.150906442,0.143224348
5317,0.143188938,0.246657954,0.177271099,0.147299449,0.137125069,0.117010185,0.13548724
5318,0.132635498,0.116771358,0.120048813,0.130790169,0.099005995,0.105566719,0.111019643
5319,0.126537683,0.281602433,0.223553903,0.123614684,0.127723081,0.137278811,0.13361825
5320,0.129036424,0.152137924,0.177733903,0.127285179,0.131896884,0.142222968,0.144679696
5321,0.101001497,0.155082168,0.103264262,0.098649327,0.095888756,0.101884496,0.104531025
5322,0.139101005,0.27011131,0.211929374,0.128463235,0.130703317,0.139516934,0.146738445
5323,0.125582672,0.135608487,0.152583707,0.14448293,0.128326809,0.135214773,0.153040025
5324,0.116825188,0.375866292,0.385286635,0.158316161,0.13006222,0.1287759,0.124837867
5325,0.174083114,0.367490512,0.371276063,0.148200804,0.145746035,0.149501541,0.144413311
5326,0.110814697,0.341477949,0.222653821,0.10591253,0.099420062,0.110184262,0.117338126
5327,0.100427178,0.314358252,0.112203826,0.106416643,0.108436004,0.115158026,0.124565878
5328,0.117915062,0.277795197,0.246705129,0.137794473,0.122452802,0.126328616,0.116092545
5329,0.216314322,0.118266579,0.116729997,0.223454104,0.1030149,0.103755689,0.106855159
5330,0.116781776,0.274320838,0.185381069,0.150551474,0.15813934,0.183925287,0.183566535
5331,0.118181072,0.077049303,0.083398482,0.095801486,0.098238411,0.10618647,0.11621615
5332,0.121660089,0.275455069,0.268772075,0.12848986,0.125446222,0.129306994,0.12891696
5333,0.170574467,0.280034352,0.311474975,0.16396707,0.179812098,0.174711551,0.162752185
5334,0.219469279,0.307282293,0.225153615,0.240411009,0.16195604,0.160351887,0.154014133
5335,0.109486029,0.397780612,0.192039331,0.11970842,0.119115164,0.123760455,0.127281963
5336,0.093907987,0.362310932,0.326488092,0.107524086,0.099704607,0.102259803,0.106746479
5337,0.095610813,0.264370425,0.112451267,0.113874412,0.114375261,0.113263683,0.107886225
5338,0.139113656,0.297078999,0.311018972,0.176555383,0.158517467,0.15386119,0.132512635
5339,0.07470574,0.083995078,0.087810997,0.077352903,0.071314683,0.06664674,0.056412904
5340,0.102081764,0.15596769,0.122366065,0.109511649,0.105945778,0.111803244,0.118783956
5341,0.2840682,0.340163475,0.295026273,0.350161812,0.128732078,0.132903965,0.120053067
5342,0.097468862,0.142462574,0.194257233,0.096165964,0.099561939,0.106588172,0.115997257
5343,0.1294141,0.259925771,0.325044956,0.097180697,0.107525475,0.111164914,0.121206077
5344,0.137675677,0.104909347,0.178483237,0.098242106,0.111460448,0.118081934,0.11944406
5345,0.138539603,0.207215612,0.210076319,0.138675533,0.128855261,0.132180705,0.144365463
5346,0.092918575,0.225617172,0.150014209,0.116728845,0.108986704,0.113494417,0.120491559
