fid,ndvi_1,ndvi_2,ndvi_3,ndvi_4,ndvi_5,ndvi_6,ndvi_7
121,0.162436447,0.180254999,0.129835181,0.33493211,0.274713261,0.24421608,0.218917393
122,0.248570445,0.182936958,0.193164462,0.372843284,0.327652105,0.309482173,0.256433918
123,0.258387935,0.176539756,0.201173552,0.400838464,0.34049295,0.31378792,0.271636032
124,0.262947361,0.273835855,0.294802147,0.399428251,0.356496291,0.28966521,0.235877458
125,0.249507986,0.174508174,0.147720183,0.383144266,0.315521275,0.287339413,0.250927537
126,0.272072588,0.151471462,0.141922584,0.416551299,0.358589772,0.322448928,0.252079946
127,0.198841522,0.315298781,0.233266516,0.354794085,0.277931304,0.271310721,0.238656903
128,0.221555777,0.155939785,0.167046496,0.295601426,0.259176881,0.263838215,0.240973738
129,0.26497025,0.17137332,0.14262414,0.384459723,0.319923159,0.308301169,0.265094145
130,0.230542571,0.208940344,0.226650263,0.366137124,0.281473702,0.247984679,0.21747645
131,0.253478238,0.118523932,0.122407655,0.412268715,0.352893659,0.312088922,0.257303345
132,0.259496008,0.177938929,0.14531399,0.399375478,0.330811762,0.282134841,0.242562107
133,0.24165556,0.13785973,0.129271966,0.389404645,0.333330044,0.296772909,0.25883991
134,0.261446071,0.134517962,0.13318741,0.452835401,0.38901427,0.342936774,0.287805421
135,0.218687942,0.187094816,0.195901219,0.418535879,0.346342659,0.277241112,0.23505299
136,0.279999508,0.122283758,0.134178041,0.452997453,0.387945201,0.33793353,0.276258087
137,0.291092114,0.147305035,0.17436353,0.42452157,0.370496159,0.343801571,0.297516397
138,0.226970093,0.103721898,0.126497736,0.357521539,0.304730815,0.278060251,0.217705639
139,0.24522336,0.241325808,0.17049869,0.398318524,0.317136999,0.265197958,0.224273333
140,0.222685531,0.150471392,0.152520725,0.347085568,0.305616521,0.26425871,0.212926505
141,0.214977066,0.157515438,0.145793213,0.379994271,0.324136121,0.297273591,0.246514928
142,0.308202142,0.158153078,0.232357294,0.448323327,0.312368006,0.288306483,0.25653631
143,0.234994988,0.136908768,0.135252551,0.438914244,0.341470589,0.298801634,0.258555111
144,0.224987865,0.282843468,0.350770138,0.397762283,0.350632231,0.32934566,0.248669231
145,0.183678719,0.189959119,0.235836244,0.310171333,0.262709574,0.240255981,0.207186319
146,0.299819763,0.122253874,0.126610104,0.450694959,0.382174479,0.345943274,0.294696973
147,0.22931045,0.138443823,0.142432883,0.449566327,0.320683662,0.252805687,0.223067085
148,0.296565544,0.145804549,0.146397082,0.444228304,0.394398992,0.382062869,0.326101588
149,0.243348299,0.123403086,0.167750861,0.420374489,0.34958699,0.273358219,0.219541216
150,0.250499719,0.140874849,0.160339979,0.385905002,0.332969395,0.286122321,0.243680636
151,0.279297394,0.135241968,0.154521633,0.440611469,0.372532857,0.339056026,0.267979362
152,0.243805353,0.133481495,0.127502709,0.392402107,0.346650937,0.297792669,0.264711697
153,0.172731227,0.341015127,0.290166822,0.169462856,0.164185138,0.171404301,0.168815112
154,0.255241436,0.213335159,0.255633758,0.394820469,0.347768917,0.312150303,0.277729111
155,0.302714269,0.13257388,0.140690705,0.443689554,0.383851413,0.328088824,0.275803585
156,0.23609906,0.11257357,0.104414663,0.337896039,0.295586877,0.259877264,0.229970771
157,0.241891472,0.126883697,0.133397511,0.428944134,0.355251449,0.308221702,0.275247332
158,0.224798093,0.144304558,0.142464393,0.307293484,0.260070808,0.245017793,0.221386887
159,0.107070141,0.078701657,0.092436363,0.104631732,0.114683155,0.122572594,0.110677362
160,0.251771238,0.172623013,0.186675904,0.32254146,0.307043703,0.282741785,0.247717103
161,0.241936826,0.139634094,0.133591124,0.388143886,0.3450099,0.299010206,0.253692174
162,0.201786518,0.132942102,0.130696841,0.327864373,0.269384671,0.227575041,0.184367951
163,0.211029366,0.274799607,0.120459078,0.374418394,0.316202271,0.264272518,0.234193639
164,0.252144848,0.117057379,0.123443109,0.410246877,0.359234333,0.311544377,0.261423062
165,0.254345885,0.128627531,0.127169982,0.456306117,0.362819588,0.305017178,0.257543314
166,0.272752904,0.139619456,0.151837638,0.430430152,0.374794431,0.328099693,0.277034355
167,0.242583435,0.146522812,0.130234602,0.412664993,0.321948509,0.277435628,0.256241275
168,0.255138309,0.162084523,0.133784796,0.442678066,0.373164869,0.334012235,0.250284188
169,0.257467267,0.169603944,0.221466487,0.406222417,0.369179968,0.313003104,0.253533779
170,0.267889085,0.152730782,0.117169618,0.375680571,0.324332769,0.29894843,0.278157334
171,0.31500532,0.154555771,0.12753957,0.468098706,0.404741799,0.355996322,0.297597543
172,0.284326425,0.179991984,0.180239004,0.440703459,0.354755416,0.315855858,0.271887912
173,0.26611929,0.161084699,0.189457293,0.434601899,0.380641971,0.348590097,0.303762193
174,0.298403984,0.153721009,0.195988505,0.440370023,0.388187129,0.324426861,0.267160905
175,0.251091381,0.170585449,0.228353713,0.43519318,0.380051039,0.35562997,0.297368048
176,0.338009643,0.159353199,0.176326185,0.456078063,0.398227049,0.355486193,0.278584254
177,0.244860573,0.182019924,0.148585651,0.364941311,0.302236743,0.259970775,0.231886992
178,0.217020172,0.140894516,0.138126279,0.408853289,0.332321421,0.294896405,0.239534785
179,0.289820205,0.174761217,0.201483332,0.426055115,0.365758926,0.322890907,0.281861569
180,0.253144269,0.1801007,0.114418563,0.327737263,0.307931172,0.286823184,0.260272446
181,0.23456668,0.193731363,0.1779576,0.46077737,0.321993816,0.282565248,0.231581642
182,0.257496816,0.133924592,0.155884969,0.444668709,0.331995397,0.24168833,0.17840039
183,0.288473621,0.156137432,0.115926414,0.458957621,0.388379544,0.345103278,0.29250818
184,0.157873413,0.152668343,0.201947177,0.196112975,0.152043774,0.194763837,0.164261818
185,0.231052865,0.128860054,0.121120842,0.367216979,0.298755271,0.262671934,0.237059137
186,0.246315239,0.181086793,0.195461933,0.35956112,0.33847611,0.276180602,0.232274552
187,0.230455208,0.18001303,0.167113889,0.435933658,0.334211211,0.288528394,0.219241837
188,0.25277331,0.157032366,0.163036013,0.402876176,0.337287984,0.280222919,0.238779578
189,0.288375877,0.127555648,0.143832003,0.411358113,0.362352061,0.339266248,0.301000867
190,0.261305188,0.161855551,0.177768958,0.37378363,0.352532256,0.278977229,0.245374158
191,0.25451936,0.135079109,0.174656056,0.444003024,0.371148363,0.332554976,0.265003402
192,0.253443827,0.154107878,0.178827302,0.412466885,0.348663847,0.296594498,0.254112189
193,0.141957402,0.180500066,0.112117633,0.184183584,0.174775471,0.179613999,0.16003563
194,0.186247412,0.135533115,0.128228838,0.243121082,0.239982017,0.221168899,0.191000675
195,0.1923755,0.156112917,0.140598151,0.285752181,0.25156648,0.219134582,0.186344357
196,0.26794227,0.252903767,0.195794561,0.393626194,0.340064061,0.294077544,0.245814322
197,0.19032502,0.205172827,0.16950264,0.289091598,0.245502642,0.218565578,0.169266103
198,0.262023703,0.148308142,0.16394587,0.418425714,0.366773837,0.316653273,0.260713396
199,0.21938184,0.14460369,0.160885565,0.396923032,0.293449442,0.23198141,0.202241947
200,0.260848175,0.207509775,0.21357282,0.403553665,0.359464818,0.301414258,0.255052505
201,0.209607657,0.145375095,0.150900406,0.358008141,0.305584655,0.262051557,0.210776753
202,0.212556342,0.162816969,0.147004371,0.368580341,0.340302592,0.312642137,0.255963224
203,0.229315776,0.151360217,0.104724406,0.43333924,0.331557948,0.287804164,0.237654537
204,0.197628314,0.18199458,0.146180305,0.308004755,0.279013889,0.243570557,0.185210273
205,0.260903369,0.149562478,0.121964471,0.358333307,0.313560861,0.29348648,0.257270461
206,0.251768027,0.215420176,0.227162634,0.360883399,0.3172862,0.265728524,0.233782208
207,0.260601332,0.195164938,0.160527809,0.381756151,0.339563195,0.295600092,0.274303529
208,0.302353658,0.255540666,0.292493602,0.364633622,0.378447654,0.328088324,0.310259043
209,0.234136968,0.180117751,0.124029121,0.364402571,0.297976176,0.282392349,0.25500104
210,0.213991124,0.260355273,0.171132906,0.235493149,0.242204481,0.227710079,0.185492497
211,0.246098288,0.158763164,0.142531427,0.418098371,0.331974651,0.279602701,0.23745789
212,0.239121835,0.144961298,0.134781799,0.380012644,0.292799081,0.248594532,0.220819663
213,0.223385985,0.172798698,0.138984556,0.347706461,0.352262142,0.313536062,0.26951512
214,0.321005735,0.164827761,0.189146696,0.488742714,0.409912074,0.368800899,0.317691934
215,0.220722745,0.138767457,0.134958007,0.349303343,0.30760329,0.278620792,0.230709322
216,0.256472184,0.151010394,0.187172361,0.415123262,0.308786471,0.263250546,0.227728941
217,0.231804969,0.211071528,0.190880743,0.341419331,0.335360524,0.269570601,0.243376142
218,0.171823902,0.125429873,0.128750771,0.264426317,0.223047761,0.21279754,0.202218686
219,0.269108315,0.138180368,0.174186401,0.381100427,0.336881746,0.304468192,0.267949416
220,0.259281971,0.191219256,0.129901644,0.359380436,0.322863539,0.294783728,0.266220454
221,0.239214672,0.123651753,0.133381084,0.386086908,0.299924701,0.266719745,0.232353731
222,0.279473804,0.155527162,0.145297612,0.418286416,0.358705911,0.318721309,0.275907076
223,0.26157317,0.138210999,0.153169764,0.424210984,0.369855908,0.328555798,0.286885518
224,0.285874988,0.146614078,0.142813754,0.425403475,0.375622837,0.34349622,0.290819605
225,0.216040949,0.244601208,0.158533731,0.277750316,0.275440985,0.212349694,0.190515943
226,0.276749247,0.154824615,0.205266601,0.391276357,0.358369591,0.318633871,0.267403522
227,0.213705955,0.133777795,0.14719372,0.413865272,0.299854676,0.235972481,0.216621424
228,0.297154651,0.133771806,0.146970934,0.48117539,0.411286779,0.36008641,0.293299386
229,0.225423622,0.173373723,0.198378966,0.330293949,0.296427552,0.27667815,0.228863831
230,0.212818922,0.211367059,0.181299846,0.299228907,0.256358838,0.238473792,0.224363192
231,0.215561901,0.122967474,0.147740534,0.361668316,0.306807474,0.275855465,0.249161536
232,0.311099228,0.138611492,0.132182548,0.453300819,0.406165147,0.353195232,0.293910655
233,0.224305075,0.136964357,0.185845853,0.355519821,0.266307872,0.248249564,0.208188885
234,0.217638765,0.174061445,0.166399129,0.349198809,0.297951743,0.239531983,0.230642178
235,0.270428021,0.19305876,0.239861581,0.38908533,0.339541959,0.286563109,0.239288802
236,0.155827069,0.234473759,0.156793761,0.164366247,0.238480865,0.215311507,0.192407793
237,0.124659727,0.119700255,0.17374754,0.215437374,0.299774693,0.206034687,0.187143847
238,0.180171974,0.165016579,0.136533511,0.275928902,0.240171571,0.21932639,0.188860236
239,0.111740059,0.201399805,0.179221379,0.196959008,0.152138285,0.139408754,0.159129763
240,0.240650146,0.135866358,0.186045645,0.430909342,0.342283478,0.302906211,0.240882979
241,0.315904349,0.134766996,0.165617774,0.474798588,0.407478155,0.359274511,0.303577226
242,0.24663697,0.145794546,0.19050917,0.406027545,0.356297602,0.319942971,0.283792166
243,0.285004848,0.14746208,0.14912609,0.461462538,0.369783406,0.305866551,0.259724007
244,0.268154282,0.178070257,0.199053215,0.357260042,0.349041481,0.279472306,0.230177138
245,0.222899997,0.209045246,0.149503479,0.397117927,0.328069681,0.282985082,0.235541934
246,0.257172267,0.114978455,0.136323362,0.416058162,0.322277246,0.278473013,0.243179253
247,0.261184468,0.133663004,0.154407132,0.388616642,0.317855414,0.270844059,0.225281394
248,0.193830666,0.276522812,0.293575399,0.25620763,0.180813757,0.144194472,0.131364828
249,0.28568763,0.193752234,0.155001132,0.411207527,0.338020613,0.29338849,0.248835013
250,0.219431903,0.142461498,0.140160021,0.396317778,0.316212819,0.268917006,0.228907377
251,0.180756311,0.169293565,0.098502392,0.237904751,0.147214904,0.155680044,0.217688276
252,0.272036944,0.135004614,0.15483112,0.420935281,0.355617525,0.316172264,0.275869548
253,0.26933269,0.24635775,0.300134716,0.400082907,0.338268605,0.30756214,0.280823228
254,0.22594336,0.142264175,0.134019226,0.294498854,0.28223624,0.250289123,0.208244508
255,0.246690377,0.148064947,0.170384532,0.39293791,0.332137136,0.269116609,0.23287878
256,0.244193409,0.142308949,0.162125577,0.398902422,0.337234639,0.290760836,0.247787193
257,0.250172026,0.127610655,0.127727352,0.402389791,0.344009405,0.299098115,0.255510491
258,0.306904806,0.135236793,0.132612284,0.455566145,0.389631135,0.340888866,0.28033824
259,0.216614081,0.175351615,0.182735784,0.380176321,0.327145248,0.288488609,0.243182015
260,0.228174706,0.126529687,0.14261461,0.455698196,0.384391412,0.341442218,0.287424387
261,0.1954202,0.112282308,0.107485561,0.38433715,0.312563088,0.252694238,0.221013652
262,0.2978323,0.143991613,0.154841195,0.430904642,0.385633425,0.338049978,0.286984269
263,0.210683379,0.175672624,0.193616799,0.324094772,0.267205073,0.269259945,0.227876952
264,0.278171121,0.139042303,0.151970916,0.458100143,0.385557671,0.336889871,0.290887962
265,0.22824953,0.137704069,0.160105307,0.395938979,0.339644738,0.272967146,0.21519577
266,0.256980274,0.17975928,0.106677134,0.349713801,0.324260462,0.298520048,0.257485154
267,0.281237152,0.131222958,0.133446126,0.377737749,0.316851694,0.281053927,0.257608666
268,0.160865287,0.124365298,0.120292619,0.233603224,0.224846981,0.320198239,0.207687215
269,0.271109706,0.161750992,0.183508546,0.410684152,0.351529986,0.310593278,0.271952735
270,0.30337827,0.131810821,0.140840489,0.466026248,0.399435258,0.363334749,0.317584096
271,0.220185376,0.212853618,0.228572552,0.333797794,0.346121806,0.25531252,0.265318415
272,0.317692269,0.121802983,0.130309838,0.475090578,0.40717075,0.36063446,0.286721827
273,0.233663841,0.148165299,0.137452922,0.398572772,0.347955491,0.269446697,0.241599216
274,0.248959209,0.258332383,0.153452636,0.393877737,0.322255828,0.28666987,0.246287284
275,0.223405278,0.187766718,0.162471363,0.316151146,0.289976372,0.240614317,0.215372957
276,0.114103511,0.091197179,0.087223679,0.101487519,0.113299135,0.123369451,0.127083748
277,0.162621216,0.183090737,0.121296564,0.262085481,0.232828177,0.210185606,0.194363089
278,0.223642449,0.169462703,0.213774649,0.334895409,0.294220617,0.261440677,0.258796322
279,0.232385685,0.20881451,0.237278261,0.371711481,0.326451494,0.274640564,0.246930445
280,0.271294735,0.141363272,0.15069246,0.426169881,0.378570138,0.338262615,0.269874534
281,0.241498507,0.129397011,0.15689864,0.414038692,0.359437747,0.300270582,0.256413794
282,0.275353849,0.120322141,0.121435766,0.432371034,0.377752814,0.335088061,0.258560847
283,0.202007683,0.15776866,0.144111059,0.352864909,0.29773602,0.262856024,0.211739657
284,0.260918652,0.135679849,0.160015939,0.435377721,0.338367528,0.290155662,0.244213552
285,0.244162573,0.143337872,0.175064245,0.408903427,0.32949433,0.277584855,0.226645096
286,0.325535972,0.125638952,0.155705632,0.422413313,0.396774628,0.359224702,0.307001708
287,0.267392346,0.14840155,0.196002831,0.405247213,0.346912261,0.30560746,0.264467786
288,0.245102233,0.241653274,0.221623887,0.428743382,0.370011073,0.331859499,0.278110635
289,0.194642941,0.16037425,0.157242924,0.247151044,0.256904578,0.221717579,0.200979356
290,0.292973888,0.128038327,0.145190616,0.479307577,0.359691967,0.315068872,0.273618001
291,0.260622423,0.128847519,0.153053047,0.38154203,0.325986004,0.292639993,0.251990337
292,0.240809217,0.125565466,0.095045479,0.365319403,0.311924774,0.276817587,0.238403162
293,0.200382008,0.302505268,0.337973099,0.368080568,0.343038667,0.334162903,0.240633141
294,0.212006808,0.12240783,0.136959944,0.35539894,0.287873703,0.254113336,0.238124989
295,0.257691109,0.123424837,0.134072044,0.430383818,0.349930962,0.310295906,0.251705242
296,0.269795524,0.16454531,0.187797191,0.359666752,0.340906949,0.298341311,0.236728067
297,0.177002057,0.154588965,0.14856755,0.256187574,0.211229683,0.191623724,0.177427794
298,0.228206464,0.278831021,0.258624262,0.297155762,0.364940105,0.244423816,0.252061404
299,0.262248764,0.139852509,0.169187979,0.425938281,0.359907402,0.304732987,0.241133972
300,0.217855831,0.222483312,0.187189311,0.449477588,0.324331274,0.286001175,0.224158333
301,0.274726186,0.12009093,0.11308313,0.411825139,0.371616427,0.324936741,0.273004995
302,0.191957127,0.182831166,0.132988455,0.368658445,0.301154538,0.234627324,0.184423318
303,0.297157394,0.176170181,0.158834634,0.424172169,0.366428995,0.318944294,0.27655564
304,0.209984889,0.193640181,0.235266892,0.358546382,0.316898629,0.288719573,0.189513724
305,0.218376571,0.226165534,0.167772229,0.336950326,0.297177606,0.252752986,0.221569978
306,0.25366869,0.192531729,0.166774777,0.368598441,0.325286446,0.304457322,0.262939227
307,0.192147045,0.146780864,0.117956632,0.102083717,0.108542088,0.112047247,0.115942303
308,0.296936667,0.142444566,0.179313882,0.454431244,0.402102056,0.349158568,0.285230425
309,0.319912509,0.132741153,0.112484592,0.46352657,0.389092194,0.330213322,0.261574769
310,0.272603338,0.118788154,0.126131326,0.418837764,0.366130139,0.305344004,0.255582344
311,0.245279544,0.252544015,0.179035991,0.379963869,0.318226588,0.278709637,0.228191472
312,0.180949874,0.122592255,0.119325373,0.251339095,0.237721317,0.226684139,0.199681616
313,0.287808607,0.175990063,0.156061699,0.431107673,0.346172276,0.303726999,0.244378805
314,0.293564642,0.145245075,0.162104159,0.451378192,0.39191828,0.344129083,0.297523491
315,0.252055191,0.150398934,0.151417247,0.386454403,0.343657736,0.306619792,0.259606601
316,0.243880081,0.168940034,0.162375535,0.379999419,0.319731961,0.264292631,0.224077343
317,0.258600056,0.154876073,0.137869384,0.439169964,0.352436787,0.308914787,0.240531346
318,0.116992222,0.107632895,0.103624402,0.118398689,0.125282199,0.131482096,0.123096797
319,0.13198999,0.158080224,0.32458649,0.142398625,0.183811401,0.20013699,0.191853823
320,0.106580009,0.119888497,0.101577778,0.111859685,0.11060152,0.118507682,0.117778379
321,0.251563413,0.184696216,0.197129801,0.396490137,0.302872779,0.268634477,0.232220581
322,0.204940359,0.186734541,0.205650608,0.348131213,0.304973579,0.243300966,0.212481683
323,0.226367759,0.15557967,0.141119723,0.372380672,0.318857913,0.273906083,0.22747965
324,0.25494608,0.16425457,0.170053187,0.381262985,0.339483213,0.306087398,0.254390028
325,0.297099001,0.165142072,0.186785282,0.436869646,0.360014501,0.326673056,0.283562506
326,0.203298001,0.139210376,0.115044993,0.272208657,0.264576115,0.262003471,0.261080476
327,0.256662533,0.142249981,0.15373131,0.311508145,0.250316362,0.241996521,0.239000114
328,0.30117362,0.143701246,0.169931197,0.442366308,0.392453349,0.352380708,0.301353031
329,0.220358612,0.121575891,0.177079467,0.377789288,0.275463227,0.22491396,0.186583082
330,0.262757391,0.129208141,0.129358695,0.455826882,0.363063273,0.314392625,0.253269432
331,0.308787627,0.139380139,0.122888813,0.462785653,0.408424289,0.367473015,0.317240148
332,0.279744743,0.118124903,0.116204234,0.415747768,0.349964896,0.313016878,0.265024046
333,0.264270916,0.141189302,0.17394962,0.363919124,0.338269624,0.307632482,0.258865328
334,0.252919514,0.135677928,0.142228911,0.392362283,0.319967805,0.290842256,0.251830279
335,0.189915047,0.163305156,0.193468518,0.265859906,0.241721532,0.231479306,0.204215882
336,0.258467903,0.226272318,0.1995246,0.373178257,0.304306173,0.278486849,0.251164563
337,0.166759674,0.193867955,0.231842921,0.317524679,0.300702682,0.269911748,0.24714536
338,0.26482139,0.242015945,0.240414623,0.370890896,0.326213651,0.292860732,0.257907081
339,0.291145036,0.172880618,0.185380384,0.435876951,0.371710524,0.327836584,0.263865296
340,0.190196113,0.183515858,0.181034236,0.329187854,0.282349393,0.255511623,0.23186686
341,0.244354068,0.161218053,0.160295555,0.361391137,0.306948903,0.265574084,0.224006428
342,0.253077046,0.148699699,0.150368737,0.420124842,0.338551948,0.284802649,0.250808037
343,0.221255689,0.13421794,0.141203445,0.329630679,0.285249431,0.252404102,0.215080851
344,0.302018315,0.140805122,0.164180283,0.481758914,0.406290156,0.356385248,0.296893726
